,Timestep,P Feed In,P Feed Out,P Local Gen,P Local Dem,Q Feed In,Q Feed Out,Q Local Gen,Q Local Dem,FT,GT,Surplus,Spot,Rel Surplus,Shadow Price 0,Shadow Price 1,Shadow Price 2,Shadow Price 3,Shadow Price 4,Shadow Price 5,Shadow Price 6,Shadow Price 7,Shadow Price 8,Shadow Price 9,Shadow Price 10,Shadow Price 11,Shadow Price 12,Shadow Price 13,Shadow Price 14,Shadow Price 15,B_min1,B1,B_max1,DER1,gP1,B_min2,B2,B_max2,DER2,gP2,B_min3,B3,B_max3,DER3,gP3,B_min4,B4,B_max4,DER4,gP4,B_min6,B6,B_max6,DER6,gP6,B_min7,B7,B_max7,DER7,gP7,B_min8,B8,B_max8,DER8,gP8,B_min11,B11,B_max11,DER11,gP11,B_min12,B12,B_max12,DER12,gP12,B_min13,B13,B_max13,DER13,gP13,gQ1,gQ2,gQ3,gQ4,gQ6,gQ7,gQ8,gQ11,gQ12,gQ13,Net Demand1,Net Demand2,Net Demand3,Net Demand4,Net Demand5,Net Demand6,Net Demand7,Net Demand8,Net Demand9,Net Demand10,Net Demand11,Net Demand12,Net Demand13,Net Demand14,Net Demand15,fP1,fP2,fP3,fP4,fP5,fP6,fP7,fP8,fP9,fP10,fP11,fP12,fP13,fP14,fP15,fQ1,fQ2,fQ3,fQ4,fQ5,fQ6,fQ7,fQ8,fQ9,fQ10,fQ11,fQ12,fQ13,fQ14,fQ15,Balance N0,Balance N1,Balance N2,Balance N3,Balance N4,Balance N5,Balance N6,Balance N7,Balance N8,Balance N9,Balance N10,Balance N11,Balance N12,Balance N13,Balance N14,Balance N15
0,2013-11-01 00:00:00,-1.131893437448447e-13,0.09461465630339976,0.09199999999593593,0.004165080000000001,0.002082539999906137,-6.457743569371733e-14,1.4282282686791612e-14,0.0020825400000000003,65.54750674635001,84.60726925364999,-7.943538188337484e-12,75.077388,-7.702058392108913e-14,65.54750674623834,65.54750674623811,65.5475067462379,65.54750674622203,65.54750674619841,65.5475067461966,65.54750674619517,65.5475067461938,65.54750674619197,65.5475067461933,65.54750674619187,65.54750674619002,65.5475067461893,65.5475067462381,65.54750674623874,65.54750674623895,0.006,0.006000000000413852,0.024,0.0,0.008999999999594187,0.006,0.0060000000004138505,0.024,0.0,0.00899999999959419,0.006,0.006000000000413813,0.024,0.0,0.00899999999959426,0.006,0.0060000000004137456,0.024,0.0,0.00899999999959439,0.006,0.006000000000413737,0.024,0.0,0.008999999999594407,0.018,0.03500000000041857,0.072,0.0024485786550000003,0.009999999999580282,0.006,0.0060000000004137265,0.024,0.0,0.008999999999594426,0.006,0.0060000000004137195,0.024,0.0,0.008999999999594438,0.018,0.03500000000041855,0.072,0.0043311576525,0.0099999999995803,0.006,0.00600000000041385,0.024,0.0,0.008999999999594192,7.843272665041481e-16,8.505054450121514e-16,9.20841446364252e-16,1.0274859835659623e-15,1.0351055030774685e-15,1.0392532581304798e-15,1.0501458550646098e-15,1.0525644489815891e-15,1.0535011717052331e-15,7.820572184980357e-16,-0.000277672,-0.000277672,-0.000277672,-0.000277672,-0.000277672,-0.000277672,0.002170906655,-0.000277672,-0.000277672,-0.000277672,-0.000277672,0.0040534856525,-0.000277672,-0.000277672,-0.000277672,-0.09461465630350821,-0.07772534430429277,-0.06900301630469385,-0.06028068830509481,-0.020615562654193516,-0.020893234654184432,-0.012170906654585156,-0.008722327999599306,-0.030942797651302038,-0.02249814165169363,-0.02277581365168451,-0.014053485652085185,-0.008166983999616536,0.0005553439999823822,0.0002776719999911918,0.0020825399999714355,0.0015271959999776895,0.0013883599999793906,0.0012495239999812321,0.000416507999993787,0.0002776719999958513,0.0001388359999979215,0.00013883599999789972,0.0006941799999895002,0.0004165079999936916,0.0002776719999957879,0.000138835999997893,0.0004165079999953147,0.00027767199999687877,0.00013883599999843984,-6.201754822347537,0.5717268533963016,0.5717268533962999,0.571726853396166,0.5717268533959685,-0.018200707292953183,0.5717268533959414,0.7977725860483962,0.5717268533959148,-0.01820070729295156,-0.01820070729295083,0.5717268533958986,0.921170945587208,0.5717268533963018,-0.01820070729297391,-0.018200707292974017
1,2013-11-01 01:00:00,2.328469380506303e-12,-1.0567541171090146e-13,-0.002671062056171006,0.0034434975000000017,0.001721748749906395,-6.480027920373166e-14,1.3919677617669336e-14,0.0017217487500000008,44.57518278815001,63.63494529544999,8.304051890561936e-13,54.1050640418,1.30882446807562e-14,63.01811523402983,63.018115234029864,63.018115234029885,63.018115234031676,63.0181152340342,63.018115234034326,63.01811523403438,63.01811523403446,63.01811523403467,63.018115234034546,63.01811523403453,63.01811523403454,63.01811523403447,63.018115234029864,63.018115234030525,63.01811523403073,0.006,0.005999999999908284,0.024,0.0,5.041345390457752e-13,0.006,0.005999999999908283,0.024,0.0,5.041357100392257e-13,0.006,0.005999999999908252,0.024,0.0,5.041222815998214e-13,0.006,0.005999999999908192,0.024,0.0,5.041051184934597e-13,0.006,0.0059999999999081855,0.024,0.0,5.041018429768744e-13,0.018,0.03633553103043484,0.072,0.00207483727624995,-0.0013355310300172684,0.006,0.005999999999908176,0.024,0.0,5.041005718792825e-13,0.006,0.00599999999990817,0.024,0.0,5.041005543758296e-13,0.018,0.036335531030596925,0.072,0.0040397222774999995,-0.0013355310301793708,0.006,0.005999999999908281,0.024,0.0,5.04135826843169e-13,9.524057355019853e-16,9.422269753765794e-16,9.323250342501654e-16,9.182573380043862e-16,9.171203250276473e-16,9.165485831437156e-16,9.15305728823038e-16,9.149795485545694e-16,9.148516487907373e-16,9.500668299232743e-16,-0.0002295665,-0.0002295665,-0.0002295665,-0.0002295665,-0.0002295665,-0.0002295665,0.00184527077624995,-0.0002295665,-0.0002295665,-0.0002295665,-0.0002295665,0.0038101557774999992,-0.0002295665,-0.0002295665,-0.0002295665,2.4333368130332193e-12,-0.000918265996564533,-0.0011478324960612048,-0.0013773989955578967,-5.060674673284422e-05,-0.00028017324673513416,-0.0005097397462318567,0.00022956649949672483,-0.001556358748321771,-0.0020154917478207874,-0.002245058247823079,-0.002474624747319804,0.0006886994995011965,0.0004591330000045245,0.00022956650000226296,0.0017217487499721605,0.0012626157499797588,0.0011478324999816432,0.001033049249983508,0.0003443497499944976,0.00022956649999633267,0.00011478324999816692,0.0001147832499981694,0.0005739162499908469,0.0003443497499945093,0.00022956649999634037,0.0001147832499981703,0.0003443497499943067,0.00022956649999620685,0.0001147832499981039,-6.201754822194141,0.5572600052771983,0.5572600052771967,0.5572600052770615,0.5572600052768624,-0.0326675554439195,0.5572600052768351,0.8298954241158548,0.5572600052768082,-0.03266755544391798,-0.032667555443917244,0.5572600052767921,1.0771171330748528,0.5572600052771985,-0.032667555443938456,-0.03266755544393866
2,2013-11-01 02:00:00,0.09794846181309796,-1.1272650235258306e-13,-0.0999999999944956,0.003127927500000001,0.0015639637499072722,-6.509187375811924e-14,1.3219595149211156e-14,0.0015639637500000005,26.69681874635001,45.75658125364999,-5.067255642865476e-12,36.2267,-3.5115736273655385e-14,45.756581253935074,45.75658125393537,45.75658125393564,45.756581253956135,45.75658125398639,45.75658125398844,45.75658125398997,45.75658125399145,45.756581253994156,45.756581253992465,45.75658125399387,45.756581253995726,45.75658125399625,45.75658125393541,45.75658125393608,45.7565812539363,0.006,0.015999999999196185,0.024,0.0,-0.009999999999287607,0.006,0.015999999999196178,0.024,0.0,-0.009999999999287605,0.006,0.015999999999196136,0.024,0.0,-0.009999999999287629,0.006,0.01599999999919603,0.024,0.0,-0.009999999999287655,0.006,0.01599999999919602,0.024,0.0,-0.009999999999287659,0.018,0.046335531030535095,0.072,0.0017848978787499,-0.010000000000101136,0.006,0.015999999999195998,0.024,0.0,-0.00999999999928766,0.006,0.015999999999195987,0.024,0.0,-0.00999999999928766,0.018,0.04633553103069719,0.072,0.0033945678024999,-0.01000000000010115,0.006,0.015999999999196175,0.024,0.0,-0.009999999999287603,1.104417874666581e-15,1.0153609240789424e-15,9.225870395226122e-16,7.83741065391934e-16,7.736019645219077e-16,7.682108242895074e-16,7.541670308899285e-16,7.510617198968983e-16,7.498334426714092e-16,1.1019509828343225e-15,-0.0002085285,-0.0002085285,-0.0002085285,-0.0002085285,-0.0002085285,-0.0002085285,0.0015763693787499001,-0.0002085285,-0.0002085285,-0.0002085285,-0.0002085285,0.0031860393024999,-0.0002085285,-0.0002085285,-0.0002085285,0.097948461813213,0.0771143478146503,0.066905819315365,0.05669729081607961,0.018840687620631028,0.018632159120634647,0.008423630621349116,0.010208528499285548,0.02764807469616307,0.017231017696881113,0.0170224891968847,0.006813960697599145,0.010625585499277378,0.0004170569999920795,0.00020852849999604045,0.0015639637499735607,0.0011469067499823738,0.0010426424999844047,0.0009383782499862498,0.00031279274999536133,0.00020852849999691635,0.00010426424999846357,0.00010426424999849167,0.0005213212499924559,0.0003127927499954847,0.0002085284999969982,0.00010426424999850033,0.0003127927499933957,0.00020852849999559962,0.00010426424999780031,-1.719968070540009,0.09015264151643004,0.09015264151642571,0.09015264151608027,0.09015264151557106,-0.042209106697873686,0.09015264151550706,0.44445888513638654,0.09015264151543739,-0.0422091066978736,-0.04220910669787338,0.09015264151540525,0.7653335867535243,0.0901526415164301,-0.04220910669787393,-0.042209106697874206
3,2013-11-01 03:00:00,0.08273870161496427,-1.1330943419036846e-13,-0.08400000000762395,0.0029431799999999997,0.0014715899999065505,-6.49911541107387e-14,1.3635323545515564e-14,0.0014715899999999998,28.42003278815001,47.47979529544999,-4.806448641869743e-12,37.9499140418,-4.6503220111487886e-14,47.4797952955083,47.479795295508566,47.4797952955088,47.47979529552642,47.47979529555242,47.479795295554204,47.479795295555554,47.47979529555686,47.47979529555909,47.479795295557665,47.47979529555892,47.47979529556058,47.4797952955611,47.479795295508595,47.479795295509255,47.47979529550946,0.006,0.024000000000127985,0.024,0.0,-0.008000000000931609,0.006,0.02400000000012799,0.024,0.0,-0.00800000000093162,0.006,0.024000000000128006,0.024,0.0,-0.008000000000931722,0.006,0.02400000000012805,0.024,0.0,-0.008000000000931946,0.006,0.024000000000128054,0.024,0.0,-0.008000000000931968,0.018,0.056335531030624546,0.072,0.0018079366862499,-0.010000000000090362,0.006,0.02400000000012806,0.024,0.0,-0.008000000000932008,0.006,0.024000000000128065,0.024,0.0,-0.008000000000932025,0.018,0.056335531030786645,0.072,0.0023965417062499503,-0.010000000000090374,0.006,0.02400000000012799,0.024,0.0,-0.008000000000931626,1.1060019181767021e-15,1.0273105958636568e-15,9.45417497294465e-16,8.229883976124506e-16,8.140350885458792e-16,8.092721140699227e-16,7.969526824938575e-16,7.941813569106379e-16,7.930963786591136e-16,1.1035845437752327e-15,-0.000196212,-0.000196212,-0.000196212,-0.000196212,-0.000196212,-0.000196212,0.0016117246862499,-0.000196212,-0.000196212,-0.000196212,-0.000196212,0.0022003297062499504,-0.000196212,-0.000196212,-0.000196212,0.08273870161508058,0.06595385361323407,0.057757641612305455,0.04956142961137668,0.01678069931476168,0.016584487314766742,0.008388275313837621,0.008196212000929173,0.024584518295685906,0.016192094294761764,0.015995882294766794,0.007799670293837597,0.008588636000917907,0.00039242399998928195,0.00019621199999464165,0.0014715899999727295,0.0010791659999815559,0.0009810599999836103,0.000882953999985501,0.00029431799999511844,0.00019621199999675338,9.810599999838145e-05,9.81059999984061e-05,0.0004905299999920286,0.0002943179999952271,0.00019621199999682545,9.810599999841381e-05,0.0002943179999933858,0.00019621199999559296,9.810599999779697e-05,2.208448545160017,-0.2990018264863934,-0.29900182648640017,-0.2990018264868949,-0.2990018264876278,-0.05152521229230008,-0.29900182648771856,0.04618529035246843,-0.29900182648781914,-0.05152521229230123,-0.05152521229230146,-0.2990018264878643,0.3950068378291121,-0.2990018264863944,-0.051525212292284385,-0.05152521229228474
4,2013-11-01 04:00:00,0.016678873317531373,-1.1424793886468755e-13,-0.017511253576474806,0.0029299500000000006,0.0014649749999050793,-6.468203967941428e-14,1.4586879126495624e-14,0.0014649750000000003,43.95835272545001,63.01811523274999,-5.26816264223573e-12,53.4882339791,-7.933180479723079e-14,63.01811523267459,63.01811523267468,63.01811523267468,63.01811523268077,63.01811523268973,63.01811523269031,63.01811523269074,63.01811523269122,63.01811523269186,63.018115232691436,63.01811523269183,63.018115232692345,63.01811523269254,63.018115232674724,63.01811523267536,63.01811523267556,0.006,0.02399967984029973,0.024,0.0,3.201598629894736e-07,0.006,0.02399967984043556,0.024,0.0,3.201597271602407e-07,0.006,0.02399967984119291,0.024,0.0,3.201589698097256e-07,0.006,0.023999679842186684,0.024,0.0,3.2015797605074484e-07,0.006,0.02399967984223697,0.024,0.0,3.201579257664491e-07,0.018,0.06509243845389605,0.072,0.0017726700324999,-0.008756907423272621,0.006,0.023999679842304753,0.024,0.0,3.2015785798842015e-07,0.006,0.023999679842496485,0.024,0.0,3.2015766625835795e-07,0.018,0.06509243845363624,0.072,0.00198966022624995,-0.008756907422850712,0.006,0.023999679840521794,0.024,0.0,3.201596409287143e-07,1.0360454483111734e-15,1.0103484483884601e-15,9.84117216758497e-16,9.453793032900116e-16,9.424343547628907e-16,9.408560585992489e-16,9.372630284625525e-16,9.363006932875807e-16,9.359503360979507e-16,1.033760247356978e-15,-0.00019533,-0.00019533,-0.00019533,-0.00019533,-0.00019533,-0.00019533,0.0015773400324999,-0.00019533,-0.00019533,-0.00019533,-0.00019533,0.00179433022624995,-0.00019533,-0.00019533,-0.00019533,0.01667887331765061,0.01589819363718317,0.015703183796915314,0.015508173955890095,0.0075699072328278385,0.007374577232837078,0.007179567390767784,0.00019500984213707522,0.0077432568810432475,0.007352917038915406,0.007157587038924636,0.006962577196595829,0.0005856698403354229,0.00039065999998134,0.00019532999999067065,0.0014649749999708262,0.001074314999979094,0.0009766499999811146,0.0008789849999830829,0.00029299499999434626,0.00019532999999623342,9.766499999811828e-05,9.766499999812548e-05,0.0004883249999906274,0.0002929949999943797,0.0001953299999962555,9.766499999812809e-05,0.0002929949999938043,0.00019532999999587183,9.766499999793639e-05,3.25951970584259,-0.311290979063653,-0.3112909790722195,-0.3112909791204422,-0.31129097918380166,-0.06383454074043056,-0.31129097918706145,-0.40625751480011923,-0.3112909791914335,-0.06383454074043213,-0.06383454074043253,-0.3112909792035612,-0.043761654262792105,-0.31129097907764786,-0.06383454074040908,-0.06383454074040952
5,2013-11-01 05:00:00,8.409948236643437e-14,-6.154376412730333e-14,-0.0009394381073797643,0.0035043899999999987,0.0017521949999063989,-6.478952735242962e-14,1.3926785428041916e-14,0.0017521949999999994,49.16716472545001,68.22692723274999,1.675667764267086e-11,58.6970459791,2.657787184778826e-13,63.018115241071804,63.01811524107184,63.01811524107194,63.018115241073986,63.01811524107687,63.01811524107708,63.01811524107723,63.01811524107744,63.01811524107745,63.01811524107737,63.01811524107751,63.01811524107767,63.01811524107778,63.018115241071804,63.018115241072465,63.01811524107267,0.006,0.024000000000403483,0.024,0.0,-3.2016071686696345e-07,0.006,0.024000000000403487,0.024,0.0,-3.201605810345671e-07,0.006,0.024000000000403518,0.024,0.0,-3.201598237219183e-07,0.006,0.024000000000403574,0.024,0.0,-3.20158830009096e-07,0.006,0.02400000000040358,0.024,0.0,-3.2015877973156006e-07,0.018,0.06556087686929776,0.072,0.00202044190624995,-0.0004684384154034645,0.006,0.02400000000040359,0.024,0.0,-3.201587119567792e-07,0.006,0.024000000000403594,0.024,0.0,-3.201585202283096e-07,0.018,0.06556087686906616,0.072,0.00242338620124995,-0.0004684384154316749,0.006,0.024000000000403487,0.024,0.0,-3.2016049480514973e-07,9.470528279076746e-16,9.391850347942328e-16,9.317151766162602e-16,9.213316444012418e-16,9.205058096530434e-16,9.2011912547835e-16,9.190885937472543e-16,9.18847030354377e-16,9.18749144534583e-16,9.44705270564979e-16,-0.000233626,-0.000233626,-0.000233626,-0.000233626,-0.000233626,-0.000233626,0.00178681590624995,-0.000233626,-0.000233626,-0.000233626,-0.000233626,0.00218976020124995,-0.000233626,-0.000233626,-0.000233626,1.2903912893488035e-13,-0.0009351443211835493,-0.0011690904817811874,-0.001403036641621518,-0.0008508053319996503,-0.0010844313320335231,-0.0013183774908298704,0.00023394615872857356,-0.0007861774684684921,-0.0012537496272309403,-0.001487375627264815,-0.0017213217858016595,0.0007011981605791177,0.0004672520000677089,0.0002336260000338551,0.0017521949999721462,0.0012849429999797015,0.00116812999998158,0.0010513169999834433,0.00035043899999447715,0.00023362599999631874,0.00011681299999815976,0.00011681299999816182,0.000584064999990809,0.0003504389999944863,0.00023362599999632481,0.0001168129999981625,0.00035043899999433886,0.00023362599999622832,0.00011681299999811463,3.259519705851768,-0.3260338251799148,-0.3260338251799214,-0.3260338251804202,-0.3260338251811584,-0.07855721093282997,-0.3260338251812499,-0.3231758501507129,-0.326033825181351,-0.07855721093283166,-0.07855721093283209,-0.32603382518139634,0.06471280040288176,-0.32603382517991575,-0.0785572109328068,-0.07855721093280733
6,2013-11-01 06:00:00,-1.1335959223522327e-13,0.08325392670815124,0.0840000000031892,0.005518304999999999,0.002759152499908347,-6.485274045256538e-14,1.3058752298139247e-14,0.0027591524999999997,66.83012578815001,85.88988829544999,-7.175524063818273e-12,76.3600070418,-7.543195668785474e-14,66.83012578809628,66.8301257880961,66.83012578809593,66.83012578808277,66.83012578806317,66.83012578806161,66.83012578806034,66.83012578805915,66.83012578805779,66.83012578805891,66.83012578805767,66.83012578805611,66.83012578805547,66.8301257880961,66.83012578809681,66.83012578809705,0.006,0.01599999999996101,0.024,8.8992e-07,0.00800000000044836,0.006,0.015999999999961007,0.024,8.8992e-07,0.008000000000448362,0.006,0.015999999999960945,0.024,8.8992e-07,0.008000000000448494,0.006,0.015999999999960844,0.024,8.8992e-07,0.008000000000448705,0.006,0.01599999999996083,0.024,8.8992e-07,0.008000000000448731,0.018,0.055560876869505275,0.072,0.0019273339624999502,0.009999999999790135,0.006,0.015999999999960813,0.024,8.8992e-07,0.008000000000448764,0.006,0.015999999999960803,0.024,8.8992e-07,0.008000000000448784,0.018,0.055560876869273655,0.072,0.0028377783825,0.009999999999790149,0.006,0.015999999999961007,0.024,8.8992e-07,0.008000000000448362,7.340072938893308e-16,7.877673661098768e-16,8.4511695991512465e-16,9.322437436476828e-16,9.384500799278903e-16,9.418530329137281e-16,9.506647238345528e-16,9.526001800801087e-16,9.53354656786123e-16,7.315220010613783e-16,-0.00036699708,-0.00036699708,-0.00036699708,-0.00036699708,-0.000367887,-0.00036699708,0.0015594469624999503,-0.00036699708,-0.000367887,-0.000367887,-0.00036699708,0.0024698913825,-0.00036699708,-0.000367887,-0.000367887,-0.08325392670825996,-0.06872369486733666,-0.06109069194688365,-0.053457689026430465,-0.018824562882757214,-0.01919244988274834,-0.011559446962294849,-0.007633002920453533,-0.027000123223219798,-0.019735007302757377,-0.020102894302748482,-0.012469891382294925,-0.006897228920470291,0.0007357739999827153,0.0003678869999913585,0.002759152499973883,0.0020233784999797323,0.0018394349999813076,0.0016554914999829977,0.0005518304999943673,0.0003678869999962394,0.00018394349999811629,0.0001839434999980987,0.0009197174999904949,0.00055183049999429,0.00036788699999618817,0.0001839434999980933,0.0005518304999956187,0.0003678869999970817,0.0001839434999985414,-2.3043506884145035,0.18408072013455395,0.18408072013454624,0.18408072013395577,0.18408072013308208,-0.10314314541834764,0.18408072013297083,0.4493434443795317,0.18408072013285243,-0.10314314541834776,-0.10314314541834746,0.18408072013279553,0.8980772100447212,0.18408072013455312,-0.10314314541834502,-0.10314314541834568
7,2013-11-01 07:00:00,-1.1297527048583555e-13,0.09660027203340023,0.09999999999967324,0.008142427499998496,0.0040712137499092785,-6.499474543497054e-14,1.2190747043573042e-14,0.004071213749999248,73.10616070455,92.16592321184999,-9.135005252236539e-12,82.6360419582,-8.854137041602872e-14,73.10616070437467,73.10616070437447,73.10616070437428,73.10616070435961,73.1061607043378,73.10616070433605,73.10616070433464,73.10616070433336,73.10616070433176,73.10616070433305,73.10616070433171,73.10616070433001,73.10616070432938,73.10616070437446,73.1061607043753,73.10616070437558,0.006,0.006000000000022314,0.024,1.3232805e-05,0.009999999999944444,0.006,0.006000000000022312,0.024,1.3232805e-05,0.009999999999944442,0.006,0.006000000000022276,0.024,1.3232805e-05,0.009999999999944454,0.006,0.006000000000022214,0.024,1.3232805e-05,0.00999999999994447,0.006,0.006000000000022209,0.024,1.3232805e-05,0.009999999999944472,0.018,0.04556087686945622,0.072,0.00227046559999995,0.010000000000046553,0.006,0.0060000000000221985,0.024,1.3232805e-05,0.009999999999944473,0.006,0.006000000000022194,0.024,1.3232805e-05,0.009999999999944475,0.018,0.04556087686922458,0.072,0.00236637149374995,0.010000000000046569,0.006,0.006000000000022312,0.024,1.3232805e-05,0.009999999999944442,6.53596773818429e-16,7.162651498667935e-16,7.830817356146801e-16,8.845696025068489e-16,8.917567606276502e-16,8.957011391181793e-16,9.060114386909686e-16,9.08197104213683e-16,9.09065660201871e-16,6.507765108719865e-16,-0.0005295956949999,-0.0005295956949999,-0.0005295956949999,-0.0005295956949999,-0.0005428284999999,-0.0005295956949999,0.00172763710000005,-0.0005295956949999,-0.0005428284999999,-0.0005428284999999,-0.0005295956949999,0.0018235429937500502,-0.0005295956949999,-0.0005428284999999,-0.0005428284999999,-0.09660027203350774,-0.07874512042358704,-0.06927471611863704,-0.059804311813686985,-0.020655212905012977,-0.021198041405002352,-0.011727637100052195,-0.00947040430495017,-0.029678694603723865,-0.02075111879876305,-0.021293947298752402,-0.011823542993802224,-0.00838474730497071,0.0010856569999792862,0.000542828499989644,0.004071213749974868,0.002985556749980271,0.0027141424999817536,0.00244272824998337,0.0008142427499944969,0.000542828499996325,0.00027141424999815855,0.0002714142499981379,0.001357071249990692,0.0008142427499944073,0.0005428284999962654,0.00027141424999813183,0.0008142427499959542,0.0005428284999973058,0.00027141424999865355,-9.36642569978283,0.8764256191872297,0.87642561918722,0.8764256191864914,0.8764256191854124,-0.14282725297387286,0.8764256191852714,1.3067059668976408,0.8764256191851258,-0.1428272529738706,-0.14282725297386922,0.8764256191850525,1.7624510442437646,0.8764256191872286,-0.1428272529739012,-0.14282725297390209
8,2013-11-01 08:00:00,-7.789297219835956e-14,5.747071667208309e-14,0.004162079475154757,0.0079171275,0.003958563749911474,-6.533584135476393e-14,1.1204755765440163e-14,0.00395856375,56.70623570455001,75.76599821184999,1.2427905926593041e-12,66.2361169582,1.9393124259248218e-14,63.03192094341126,63.0319209434113,63.03192094341145,63.03192094341426,63.031920943418264,63.03192094341852,63.03192094341868,63.031920943418925,63.0319209434191,63.03192094341897,63.031920943419166,63.03192094341938,63.03192094341953,63.03192094341125,63.03192094341213,63.03192094341241,0.006,0.006000446501221547,0.024,0.0001095102,-4.4650138817188923e-07,0.006,0.006000446501289934,0.024,0.0001095102,-4.465014565594495e-07,0.006,0.0060004464998652685,0.024,0.0001095102,-4.4650003193452186e-07,0.006,0.0060004464985970885,0.024,0.0001095102,-4.464987638211783e-07,0.006,0.0060004464981726425,0.024,0.0001095102,-4.4649833937987553e-07,0.018,0.04347805113261703,0.072,0.0016085304112500001,0.0020828257368366836,0.006,0.006000446498208266,0.024,0.0001095102,-4.464983750158826e-07,0.006,0.0060004464982002514,0.024,0.0001095102,-4.4649836700524333e-07,0.018,0.04347805113248662,0.072,0.00127043601375,0.0020828257367354534,0.006,0.006000446501519591,0.024,0.0001095102,-4.465016862172305e-07,7.680045880920191e-16,7.590816315611858e-16,7.506930276561126e-16,7.391850022886319e-16,7.382155688804194e-16,7.378060564241091e-16,7.365597507098822e-16,7.362377049269545e-16,7.361125390760753e-16,7.650443509992537e-16,-0.0004182983,-0.0004182983,-0.0004182983,-0.0004182983,-0.0005278085,-0.0004182983,0.0010807219112500001,-0.0004182983,-0.0005278085,-0.0005278085,-0.0004182983,0.00074262751375,-0.0004182983,-0.0005278085,-0.0005278085,-1.3656757548437338e-13,-0.0018931066032194764,-0.0023118514046772394,-0.0027305962047103833,-0.002216994349741796,-0.002744802849744872,-0.003163547648085468,0.0004187447983762342,-0.0009323466537336252,-0.0018788999521129372,-0.002406708452116014,-0.0028254532504842366,0.0014743618016935332,0.001055617000006112,0.000527808500003057,0.0039585637499775905,0.0029029467499837075,0.002639042499985226,0.002375138249986727,0.0007917127499955708,0.0005278084999970479,0.0002639042499985244,0.00026390424999852684,0.0013195212499926346,0.0007917127499955819,0.0005278084999970553,0.0002639042499985278,0.000791712749995419,0.0005278084999969493,0.00026390424999847524,-9.366425699791362,0.850031329970666,0.8500313299663456,0.8500313300554128,0.8500313301342637,-0.17609603661925433,0.8500313301608758,1.5061104521525797,0.8500313301584839,-0.17609603661925238,-0.17609603661925108,0.8500313301589153,1.9405447901576915,0.8500313299518786,-0.17609603661927864,-0.17609603661927975
9,2013-11-01 09:00:00,4.3181508126759996e-13,-9.9162307197328e-14,0.0029596742656823067,0.008143184999999997,0.004071592499912041,-6.54345846511762e-14,1.0869264471416433e-14,0.004071592499999999,46.45505674635001,65.51481925364999,-2.3158627793229414e-12,55.984938,-3.6866234891241856e-14,63.03192094261721,63.031920942617255,63.03192094261718,63.031920942619564,63.03192094262296,63.031920942622904,63.031920942622754,63.031920942622584,63.03192094262365,63.03192094262342,63.031920942623294,63.03192094262319,63.031920942622904,63.03192094261732,63.03192094261821,63.03192094261849,0.006,0.005999999999820951,0.024,0.0003303435,4.46501666948516e-07,0.006,0.005999999999820951,0.024,0.0003303435,4.465017353363937e-07,0.006,0.005999999999820936,0.024,0.0003303435,4.465003106739727e-07,0.006,0.0059999999998209125,0.024,0.0003303435,4.464990425006121e-07,0.006,0.005999999999820911,0.024,0.0003303435,4.4649861805560316e-07,0.018,0.04200000000003132,0.072,0.00125275627249995,0.0014780511325832631,0.006,0.005999999999820907,0.024,0.0003303435,4.4649865367915384e-07,0.006,0.005999999999820904,0.024,0.0003303435,4.464986456684943e-07,0.018,0.04200000000003128,0.072,0.0012880064612499,0.0014780511324528822,0.006,0.00599999999982095,0.024,0.0003303435,4.4650196499342143e-07,7.656530184127196e-16,7.487859953782795e-16,7.3205934868963215e-16,7.079753131158085e-16,7.060355804890072e-16,7.050761711318677e-16,7.027712197854495e-16,7.021136959066802e-16,7.01875086554785e-16,7.626523958213413e-16,-0.00021253550000000003,-0.00021253550000000003,-0.00021253550000000003,-0.00021253550000000003,-0.000542879,-0.00021253550000000003,0.0007098772724999499,-0.00021253550000000003,-0.000542879,-0.000542879,-0.00021253550000000003,0.0007451274612499,-0.00021253550000000003,-0.000542879,-0.000542879,5.3329938202151e-13,-0.001509935995822122,-0.001722024994084463,-0.001934113993771478,-0.0014329604037098002,-0.0019758394037058544,-0.0021879284050855055,0.00021208900134403005,-0.0007132425910168827,-0.0014682105923569716,-0.0020110895923530314,-0.0022231785937050722,0.0012978469980246923,0.0010857579999920077,0.0005428789999960048,0.004071592499978262,0.0029858344999843596,0.002714394999985857,0.0024429554999873208,0.0008143184999957642,0.0005428789999971778,0.00027143949999858984,0.0002714394999985945,0.0013571974999929727,0.0008143184999957858,0.000542878999997192,0.00027143949999859624,0.0008143184999954337,0.0005428789999969589,0.0002714394999984802,-9.366425699757894,0.8366629529949382,0.8366629529949284,0.8366629529941959,0.8366629529931107,-0.21031474282856039,0.8366629529929693,1.644019782409903,0.8366629529928226,-0.21031474282855886,-0.2103147428285575,0.8366629529927492,2.080676007517297,0.8366629529949371,-0.21031474282858054,-0.21031474282858184
