,Timestep,P Feed,P DER,P Local Gen,P Local Dem,FT,GT,Surplus,Spot,Shadow Price 0,Shadow Price 1,Shadow Price 2,Shadow Price 3,Shadow Price 4,Shadow Price 5,Shadow Price 6,Shadow Price 7,Shadow Price 8,Shadow Price 9,Shadow Price 10,Shadow Price 11,Shadow Price 12,Shadow Price 13,Shadow Price 14,Shadow Price 15,DER1,gP1,DER2,gP2,DER3,gP3,DER4,gP4,DER6,gP6,DER7,gP7,DER8,gP8,DER11,gP11,DER12,gP12,DER13,gP13,Balance N0,Balance N1,Balance N2,Balance N3,Balance N4,Balance N5,Balance N6,Balance N7,Balance N8,Balance N9,Balance N10,Balance N11,Balance N12,Balance N13,Balance N14,Balance N15
0,2013-11-01 00:00:00,-0.10411707331362564,0.0067797363075,0.10008231128348895,0.004165080000000001,65.78295485777696,84.37182114222304,16.285622876012216,75.077388,65.01762110161644,100.03196377955311,113.35068048615909,176.10322133015706,260.0548331856158,275.52283568186743,286.2072508565513,291.2040333095426,280.14607462277723,277.6285644641679,282.43370676322786,286.2838711701015,287.0748389753479,123.13025417639469,189.7625213000289,207.84634424336525,0.0,0.010013630901262578,0.0,0.010001684246839167,0.0,0.009996455734076697,0.0,0.009999096966221215,0.0,0.010007658467080797,0.0024485786550000003,0.010007663779591088,0.0,0.01001223206878079,0.0,0.010004316196357763,0.0043311576525,0.010005100071901103,0.0,0.010016930546708123,-6.769444422914533,0.9739070881703159,1.1022234052349644,1.7115091229820387,2.5281035479171385,-0.07641213024248569,2.784792677614643,3.546448830497274,2.7270987914485705,-0.07665943153729855,-0.07837495887569626,2.7845813540275013,4.0358662330535715,1.1991973803457956,-0.052401260647608,-0.05481335106198161
1,2013-11-01 01:00:00,-0.09845307471151597,0.006114559553749949,0.10000635741847501,0.0034434975000000017,44.81063089957695,63.39949718402305,14.942964531514965,54.1050640418,45.09818574976665,49.99938551330015,65.36656702582574,138.3163169338544,234.34500316945218,249.70444824657477,258.4917492570026,262.4200336147544,259.3415122308559,255.88425606450497,260.3897410950883,263.58892260282147,264.0415092126881,45.4822168026426,87.27856566984461,94.35539752618867,0.0,0.010013301731124337,0.0,0.009989446698683992,0.0,0.009981954534065479,0.0,0.009996925495099483,0.0,0.010000334023248042,0.00207483727624995,0.010003869846326695,0.0,0.01000919813967087,0.0,0.009998602020147452,0.0040397222774999995,0.009997121777858926,0.0,0.010016261679986035,-11.209499473890133,1.4630878377513583,1.740193268406271,3.060423517163769,4.817035322580904,-0.13604701880661052,5.310455466282541,6.655900710979789,5.2633632499415395,-0.13561318642079284,-0.1381512673298274,5.3595909016518615,7.681560636889016,1.6443179723032977,-0.07234182457332017,-0.07568870540248984
2,2013-11-01 02:00:00,-0.09223675790572276,0.0051794656812498,0.09846808888845926,0.003127927500000001,26.932266857776956,45.52113314222305,13.720606820983303,36.2267,28.375366351360203,28.237732117749328,47.66993516042999,118.23920372789887,207.24939626179446,220.82156140940458,229.2930299189449,233.46655725548771,222.08686764396555,221.55904873625258,227.29736556331076,233.35355236688898,235.1834182562336,9.294591798857502,62.03701785679806,74.61482834664808,0.0,0.009988496367295934,0.0,0.009986661117025088,0.0,0.009988014732498173,0.0,0.009997965367929266,0.0,0.009990560197260755,0.0017848978787499,0.009994175233477478,0.0,0.010002558306451335,0.0,0.009996054769442616,0.0033945678024999,0.009994166489363729,0.0,0.008535035544078282,-13.826751270526737,1.739251950508257,2.2063162162499426,4.216742182162303,6.845890203202197,-0.18419681518560432,7.553407152910619,9.357235927167547,7.438488651267951,-0.18204583461383078,-0.18557014020307355,7.6435449255105405,10.781326488340113,1.7217094563883169,-0.08524961773282229,-0.09090524693524152
3,2013-11-01 03:00:00,-0.09310219086116053,0.0042044783924998505,0.09931891299009192,0.0029431799999999997,28.655480899576954,47.24434718402304,13.595934826628183,37.9499140418,29.93770650883991,29.233937274309028,49.226255093925744,120.46493279422788,210.15925823579323,223.71704548445584,232.09940577469192,236.22553493694983,225.68335201819352,224.9834605663456,230.65263994057003,236.54759503682172,238.30005868323408,9.29460762118678,62.11785492614504,74.70700153278383,0.0,0.009988350988499622,0.0,0.009986194514398881,0.0,0.009987464827693937,0.0,0.00999791527210626,0.0,0.009990856200436576,0.0018079366862499,0.009994354558754932,0.0,0.010003538838968422,0.0,0.009995921888935114,0.0023965417062499503,0.009993910893253938,0.0,0.009386207908799779,-16.614017335858158,2.025514727479371,2.6882403928688143,5.3962447960217474,8.905808892315395,-0.23020143511396213,9.826738251606482,12.098888205339446,9.651839046624339,-0.2264046172078371,-0.23084779148300388,9.961642731796701,13.687214738799366,1.8071268624009227,-0.09741114404119726,-0.10524726640976474
4,2013-11-01 04:00:00,-0.09878365338525819,0.00376233025874985,0.1000038655046861,0.0029299500000000006,44.19380083687696,62.782667121323044,14.435640129588169,53.4882339791,44.4199053318664,48.68658144838461,64.56178462820796,138.42718622265056,234.80006504412518,249.7459051704654,258.1392364431448,261.9268890638204,259.2240722986424,255.96647030623026,260.4904265836471,263.8481553141119,264.3808155231634,43.91608767351624,85.85601994145951,93.0213251851338,0.0,0.010013200882656316,0.0,0.009988458894817753,0.0,0.009981732909568261,0.0,0.009997020245991983,0.0,0.009999753129853474,0.0017726700324999,0.010003044611177927,0.0,0.010009832492200041,0.0,0.009998293756351754,0.00198966022624995,0.009996662463808082,0.0,0.010016735292538818,-21.00197786756723,2.503513297857541,3.3205022714123182,6.750949014034442,11.207246399616679,-0.28121707335816326,12.357644552112365,15.132102329220416,12.195994350237608,-0.27657319105688616,-0.2817299186023749,12.548136635521209,16.804527002024567,2.238444558305194,-0.11408996194117066,-0.12270321308968274
5,2013-11-01 05:00:00,-0.10037704840799039,0.0044438281074999,0.10002189125266776,0.0035043899999999987,49.402612836876955,67.99147912132304,14.753090581085093,58.6970459791,49.3325191013946,59.891468127474376,73.89964908549011,142.99946622881689,238.13714131551512,255.47854539583892,266.8443887238189,271.9094751300097,265.45657800348556,261.3986246813091,266.9090104878425,270.47583706722867,270.98894917619845,57.223859515489636,100.64966773748763,109.03977605323593,0.0,0.010010558976562084,0.0,0.009997103396355015,0.0,0.00998819835185678,0.0,0.009997110934873536,0.0,0.010001124735711037,0.00202044190624995,0.010005095172479408,0.0,0.010003889421184988,0.0,0.010000856461157313,0.00242338620124995,0.010000638896420472,0.0,0.010013489142289507,-25.953830525496027,3.0890681676077625,4.042019824857069,8.145847653640336,13.53229479128456,-0.3433202727874547,14.964046781603852,18.33843468141746,14.789575044218003,-0.33801949076687465,-0.34407860359047937,15.189936470331267,20.107990443540753,2.7980860728402837,-0.13746439497107382,-0.14672687791751104
6,2013-11-01 06:00:00,-0.1027458027574985,0.004772231704999951,0.10008455843760869,0.005518304999999999,67.06557389957696,85.65444018402304,15.381819347309499,76.3600070418,66.55514289262737,103.31560924630547,116.43454977090734,177.57975744539084,259.3897224581403,274.94862266191427,285.6400594649055,290.5899134938739,278.85891296018673,276.4170377759355,281.04171394861015,284.7380380250588,285.4912421122957,128.0183392413088,195.7940691206276,214.25228962152545,8.8992e-07,0.010013672336992243,8.8992e-07,0.010001836336025962,8.8992e-07,0.009996429004918074,8.8992e-07,0.009999094071987114,8.8992e-07,0.01000858639254041,0.0019273339624999502,0.010008416000590922,8.8992e-07,0.010012437224648126,8.8992e-07,0.010004536226996201,0.0028377783825,0.010005386624905646,8.8992e-07,0.010016543623091557,-32.79209210963905,4.085720298985176,5.163847995747515,9.85583983920419,16.030761756725987,-0.4442672850777238,17.718070926174093,21.699938979171026,17.479291997977125,-0.4392711102038256,-0.4474195318588455,17.934110458436663,23.669573057571196,4.033404995718577,-0.2092015338032342,-0.22262962200744474
7,2013-11-01 07:00:00,-0.10022218511017777,0.004742699533749901,0.1000971807910413,0.008142427499998496,73.34160881597695,91.93047510042304,15.003690937444654,82.6360419582,73.3002866755684,115.97248161025006,129.19407039160927,186.86876770936757,264.0931571574446,280.6428114002601,292.0992144945543,297.2577288601421,282.08479053686847,279.86530050024703,284.3239636451135,287.8770694586411,288.6172789950105,145.30861554326935,216.62104652837374,236.22338764917146,1.3232805e-05,0.010012347573449074,1.3232805e-05,0.01000284531757276,1.3232805e-05,0.00999769963615963,1.3232805e-05,0.009999337511788402,1.3232805e-05,0.010012343522781008,0.00227046559999995,0.010011440159643992,1.3232805e-05,0.010014560374051348,1.3232805e-05,0.010006328796619505,0.00236637149374995,0.010007753567466322,1.3232805e-05,0.01001391417663643,-40.13840700946697,5.185458566823188,6.38773567432348,11.625132755232915,18.531655770587538,-0.5957973748388965,20.487974117918895,25.189470424286554,20.15485627271695,-0.5905766377966937,-0.6016907451615376,20.662244611772614,27.08428967805249,5.4115581836566236,-0.3265051152333803,-0.34802912230769756
8,2013-11-01 08:00:00,-0.0982468118116589,0.0037550480249999994,0.10003648371609608,0.0079171275,56.94168381597696,75.53055010042304,13.637281244763772,66.2361169582,57.267571247506865,79.69186600884548,93.90299656457282,155.47434145436785,238.45508495452813,254.76508039124693,266.6846051550342,272.15138463500824,261.48084472927775,258.22526122724094,264.01181773888794,268.11064232011773,268.9253359200913,89.71324371656289,146.0637313641724,160.4338228760797,0.0001095102,0.010010054005858249,0.0001095102,0.009999905020937647,0.0001095102,0.009994748796449847,0.0001095102,0.009998151875357443,0.0001095102,0.010001155414395717,0.0016085304112500001,0.010004206015669906,0.0001095102,0.009998434767555225,0.0001095102,0.010001520724862004,0.00127043601375,0.01000201932531146,0.0001095102,0.010016835309192899,-45.764763304731545,5.9498434773240225,7.2874772573227755,13.114025089638808,20.816020568751338,-0.7318992669922386,23.043574583728628,28.206248908177077,22.659878448875048,-0.7272502420319036,-0.7410326023966642,23.231608531598923,29.973797438589838,6.272674073684795,-0.40335517437842816,-0.43019649183063013
9,2013-11-01 09:00:00,-0.09410361374778452,0.00518351073374985,0.1000052668960737,0.008143184999999997,46.69050485777696,65.27937114222304,13.201979908750335,55.984938,47.78657301569405,55.854074577464466,69.1963544735617,135.77276395577672,225.98185992207848,242.4474957180383,252.5748409284216,256.99825428236096,251.49059198461916,247.67296910905077,252.26438996655082,255.13929988956474,255.46142384370236,53.00218076586936,94.78496774858363,101.74712001294192,0.0003303435,0.010013998404194823,0.0003303435,0.009993489985479276,0.0003303435,0.009983248709193109,0.0003303435,0.009996597227135536,0.0003303435,0.010000482290913385,0.00125275627249995,0.010004812043272249,0.0003303435,0.01000222029472074,0.0003303435,0.009998700231553147,0.0012880064612499,0.009997698515405037,0.0003303435,0.010014722384649063,-50.26165251413072,6.497295117343172,7.964283650989772,14.440621827870174,23.02704103544185,-0.8661078474658653,25.51576368745943,30.959905357508397,25.121892073242194,-0.862231735374811,-0.8779904148264279,25.728443749811344,32.71817505869122,6.792211354845798,-0.4546954409303485,-0.4843237563949997
