,Iteration,Local,Global,P0,Q0,U0,DA0,P1,Q1,U1,DA1,P2,Q2,U2,DA2,P3,Q3,U3,DA3,P4,Q4,U4,DA4,P5,Q5,U5,DA5,P6,Q6,U6,DA6,P7,Q7,U7,DA7,P8,Q8,U8,DA8,P9,Q9,U9,DA9,P10,Q10,U10,DA10,P11,Q11,U11,DA11,P12,Q12,U12,DA12,P13,Q13,U13,DA13,P14,Q14,U14,DA14,P15,Q15,U15,DA15,Cost15,Prime15,Dual15,Flow15,Relative Surplus15
10,10,1.0488407611846924,3.793611526489258,0.0008909737590594914,0.03903583639383818,1.4141295537309392e-14,1325.6528575353575,0.009597311232809469,0.083877853343855,0.08347154038397966,1325.6526179953971,0.03227898042702515,0.09313991417342911,0.08915070027857394,3469.9137119424613,0.05171891149300322,0.08576728281574757,0.050932673988846384,4893.013927927614,0.048229117729440496,0.049079975832497534,0.03769988578723952,3443.9296323338795,0.019529462505298044,0.04697375807537131,0.021303214439881955,526.6957054992498,0.03305986459899226,0.08639594940020832,0.01987796445248443,245.98217408645553,0.02928064551835696,0.07276736729460508,0.009440247620480215,692.212724722751,0.011914961118264995,0.007909371751185954,0.017161573562862305,6.640382202297634,0.024551713190334334,0.021485577421874468,0.03785691662096533,675.705714007978,0.02048108425439044,0.04586616704360027,0.010853340931994455,417.8137689278926,0.039974717866280485,0.07071859950878594,0.003196578603964044,960.2977332495431,0.03434330083353028,0.057136457619491016,0.002948191949801908,1373.85145172814,0.002265822227322034,0.04361277183737136,0.017046387156999826,1676.0763679694887,0.012032195970548117,0.023958573923579467,0.020653885119313153,328.31595527465055,0.011978433690501769,0.022914059253139725,0.01556034748050357,1532.5953835977766,-20.19897628,0.0,0.0,0.0,-205.9857495332662
11,11,1.1298017501831055,3.88539457321167,0.0038533015181958573,0.013691835405242232,5.982855804246281e-15,1270.9201570277837,0.011293661426300311,0.05901586650440531,0.07883321963594109,1270.919986140379,0.00899968350560918,0.06455816592789038,0.07645413577712228,3336.0693934741844,0.018727462546529624,0.059948380008371334,0.04484454228966989,4908.438240992608,0.029349749318325853,0.035104734997238984,0.023090472953769786,3724.3746324834974,0.012939940378679432,0.04330120108215638,0.015180670830457599,686.1594143663868,0.020692572283109355,0.07531352896173428,0.020717150978085932,356.6299170142338,0.019333098330352988,0.06216824317350987,0.014173867827824744,982.2091530090355,0.020482697549143888,0.0030356579096671365,0.014845377675530359,300.6371850747454,0.029064521055663248,0.017500306498312617,0.03202461838027622,975.2504365919823,0.021138347005384715,0.04971495114427012,0.010666513865853901,494.88786303362434,0.04374955102448131,0.08458443939604636,0.003025263124487744,652.7377664636198,0.03864721977095309,0.07017563482523163,0.0015323580527183045,794.1432019734152,0.010397449259844097,0.05335629174363685,0.019474237704786766,1590.531643586694,0.027411006495715096,0.041589731578317544,0.012819065384796071,457.6098694294309,0.026001745622767903,0.022250004603165528,0.00702512527664681,1143.377110139068,-0.74875113,0.0,0.0,0.0,-34.334246249779355
12,12,1.1297850608825684,3.865206480026245,0.006241407247977387,0.004137518948462568,0.0,1179.574828835172,0.022771312535577376,0.041098195299348064,0.07205085992386992,1179.5746148266346,0.031586509523068636,0.03285385062949436,0.06138515135966017,3018.1691468491604,0.023690074532158715,0.02977079501517854,0.03915000734172353,4557.246046616492,0.01603892173993356,0.018943926972388996,0.016503965431594877,3670.5867892500582,0.0066558894142516,0.03568414081356899,0.011152428965468392,785.8130127781983,0.0070408356128939,0.059532288901743835,0.015687867549168833,351.1029334997261,0.007030545100175215,0.04849012013261656,0.012754504956231994,1087.6673096785746,0.0236750489403751,0.008587485288410312,0.007846324667347752,655.7623401667815,0.028324691225803278,0.017903623883465423,0.019456854092568802,1187.4697761172545,0.019772877704897964,0.05225940408962342,0.010294145725436356,591.6338113666512,0.04175085560993151,0.0907046775077285,0.005226005401717968,372.3728092939958,0.03733328215374827,0.0755615950648487,0.0013325683497139714,234.14404736575196,0.016337735768221413,0.06824982988271268,0.024555518219761336,1508.415003134556,0.03776765257353173,0.08870635522927409,0.010938995787230604,687.4166672231325,0.03449126194920676,0.06666983745817347,0.002162541544891526,628.2697653322449,19.02161821,1.0,0.0,0.0,114.60974427153991
13,13,1.078688621520996,3.9049947261810303,0.00784705458783193,0.015015801491462545,4.895063839837866e-15,1063.295501678378,0.029523048719066185,0.034475074521125575,0.06374911344703708,1063.2953340003091,0.04884810498502667,0.0027687718591617168,0.04664847992754174,2594.997973601604,0.04536581261721041,0.0026522066189499285,0.03666470639517995,3959.2056392300965,0.022410484977964697,0.009507809574113256,0.026679450374376672,3346.003522135831,0.006256210943221991,0.02589739803207464,0.011652246215610156,802.1803658401071,0.008540715534860088,0.040824755199788745,0.006595030619769673,258.77521189767947,0.005918402721394989,0.03284156854947855,0.00651861162921238,998.8911249744414,0.020540892550806406,0.007768875056867514,0.0010338389858930894,963.8755069914439,0.021869093172083024,0.017769690923550983,0.00590368962694474,1273.174237301314,0.016211940453791835,0.052637457063846586,0.009730744622074586,664.5972608575119,0.03497525988414118,0.08956328216201066,0.008439158104025509,140.41340685865285,0.03137048047690383,0.07419782010640265,0.0043235536003954364,236.4131773456631,0.020286795152253925,0.08313939327445562,0.0306661229180449,1453.547665523008,0.04319224439931364,0.12966017716689857,0.01484008660268182,985.8511345941938,0.03830963469113415,0.10418820136417031,0.0028281990258789366,91.71124405389212,36.40655644,1.0,0.0,0.0,240.1150166227954
14,14,0.9779772758483887,3.8657565116882324,0.007808362662214256,0.02004431233428914,5.982855804246281e-15,947.0415301085923,0.03170310708254457,0.036887938358473205,0.05572355543540429,947.0414094891014,0.056979521191242194,0.024480748690575815,0.03407407560767108,2135.4721657928117,0.05868155457809689,0.029271698134097447,0.037906935228337324,3238.752718659333,0.03420251521148249,0.022707113781954908,0.04162089202071175,2840.381721767523,0.010674540976098205,0.01643445327192732,0.017398705692410196,734.1764034998212,0.019699631873940377,0.02116704389184604,0.00792500176205444,113.97467122812027,0.017168154142579026,0.016337399864588886,0.0016498226976214574,741.3687868690977,0.011839189387547515,0.0013214898896508301,0.009088684440254673,1141.4632026789368,0.012404618487872854,0.020017573722505413,0.015156263295894746,1219.5006138297626,0.011616969109827714,0.05115278665400502,0.008490555477250595,678.5256054150502,0.025062491399907467,0.08239484702049697,0.01015535013769473,33.39095331597342,0.02222709314824144,0.06732272584079588,0.0062853180164125985,569.8195731221748,0.021327863149198996,0.09539704921445878,0.038136952700302124,1422.3460937752163,0.0442628289346789,0.1595187657274449,0.023081452452784035,1303.6709517408478,0.03884504857539905,0.13105101512454517,0.008057449542111916,539.2177130945005,50.38672968,0.0,0.0,0.0,340.5893829275298
15,15,1.10986328125,3.85514235496521,0.0069352233055805425,0.020517662352677345,5.982855804246281e-15,843.8420742775473,0.03005855665185153,0.040610354160164994,0.05010531742003187,843.8419971999035,0.05707438039068376,0.043333193523712565,0.02516510085253954,1697.6482271838381,0.06312791434157741,0.0513370131247979,0.04141662911396832,2503.328094408621,0.04252001100476304,0.03862208624888405,0.05548776946075398,2244.006797830453,0.014298202637080764,0.011103607502541944,0.02509364914897505,601.0390459014923,0.02714175031668984,0.0036755154835240514,0.018254618038362574,54.85763491574288,0.024720850604930983,0.0003980888307862341,0.009111646610416376,370.56442761100607,0.0003038951068918459,0.00890958528184753,0.014389811320711494,1137.6170587678953,0.012975554450014385,0.028752203888008816,0.028012442607627,1036.950698401594,0.008983653635115262,0.048698549566674965,0.0066972888246705385,611.3010235476689,0.01417315440230004,0.07110969571044846,0.009161906389225536,150.09617964705248,0.011843625758090849,0.056702307056811556,0.006459276634442437,747.4738673429607,0.019136966151838818,0.10337689732922145,0.04727710956332758,1401.436865117746,0.041682340048746734,0.17657097209669997,0.034138702048952196,1589.60708143151,0.03705900756017116,0.14598610988963162,0.015514844085957295,1092.1457641152106,61.46854624,1.0,0.0,0.0,420.4972429912688
16,16,1.1294448375701904,3.8678524494171143,0.005791215124327029,0.017742791657444135,5.982855804246281e-15,757.7712402897934,0.02591652913825266,0.04167686506614712,0.04845297876575996,757.7710897865039,0.05133803996628547,0.05355415416938576,0.020602887537486528,1320.0821927085585,0.06046916640765083,0.06576285787821767,0.04514243192874622,1832.5254325247752,0.046254899513771784,0.051805215455705926,0.06609299389293503,1633.6524288168107,0.01588307285838903,0.012858967751690535,0.03243250274652322,432.08810933073005,0.02975575483724493,0.014110289089552969,0.026540542603343462,222.30423681823603,0.027572308975245402,0.01348291878398129,0.014394090360673469,43.16476475258392,0.012957538744506888,0.020578445223774597,0.016077221309759197,943.3324849335874,0.025087303733383293,0.041354012736179245,0.03652236160146234,753.8206299043849,0.011299405510925276,0.0462954504057551,0.007269170860810345,457.62385144169735,0.005228027728087611,0.05789780323841132,0.005351161655146928,221.48496249591142,0.0021627006453660974,0.04424506516448537,0.004617730332061314,779.914421328592,0.014572673318847118,0.10618285042075401,0.0573141795999815,1375.9739593048262,0.03635913229314194,0.1809825648551581,0.04539477698597226,1806.4208118869171,0.03335737915738015,0.14953581363999263,0.02285764095724422,1591.557558028608,70.3063241,0.0,0.0,0.0,484.41565708576024
17,17,1.0917127132415771,3.8544676303863525,0.0046761024905144135,0.013060142182212436,5.982855804246281e-15,688.4240864829763,0.020751366042053514,0.039762051223721784,0.05117180707738973,688.4238838730162,0.042332027642817405,0.055335579600183184,0.019253345483424392,1020.1283049496449,0.05306304970774467,0.07180762921031844,0.04742964201102948,1273.3225558099862,0.04574570031014357,0.060534354863443864,0.07191014371746682,1067.5024405420072,0.015369617447155882,0.016875650151691318,0.03805364928974441,255.301284612031,0.02763525459597585,0.025615132633522584,0.031730087628040166,369.7684309849984,0.02582613164328492,0.023809382766990107,0.017202903084444533,430.43676646079354,0.023606959823630473,0.031441508855530216,0.01431737548546814,589.3671793712576,0.03630294569317316,0.05367897617707131,0.04000077477178494,409.32861929051296,0.015530163600005968,0.04450204763636746,0.012337264147618715,229.07631525464618,0.00597910066898122,0.044894847798899844,0.003101531729663326,265.72743921865873,0.005200936080510191,0.03179059671215889,0.0010609385582317165,701.9032249757489,0.009029245301072327,0.10368169459731914,0.06686958166852412,1335.7789521860473,0.02925981138197675,0.174161177700016,0.05462523454178584,1935.3673461197243,0.027964536023742197,0.1433019458390254,0.028467705430046775,2010.5608932134974,77.42191034,0.0,0.0,0.0,536.0614352749154
18,18,1.0171148777008057,3.9207136631011963,0.0037225182876509917,0.007806102647888395,0.0,633.3321147656443,0.0158105402770694,0.036096954317073875,0.05744490976803936,633.3318719333912,0.03233288205241217,0.050019284908514657,0.019447407878802236,798.0117466195729,0.0431993078509464,0.0697411535391286,0.0473270882432362,842.7813017080551,0.04185669485850728,0.06377833645009293,0.07204447664787478,583.7008279726167,0.01324552335040037,0.019479922398323656,0.04097290871941652,90.7455635675761,0.021656122064059546,0.03197188920707443,0.03382267615760024,478.45738350398693,0.020407358099534315,0.02961106140649289,0.017940954894509656,736.5395242217497,0.030313510227206564,0.03969271585336338,0.01001039865032662,135.65457860828565,0.04303973923340454,0.062812945290823,0.03896814588065283,49.5350392039786,0.018761529145605253,0.04313772861779225,0.019227538295721724,51.730602088192114,0.009544637147460722,0.03387750332047542,0.010043833717563958,303.1764699442222,0.009212013053338394,0.020918145979748812,0.003515470350759222,563.7283302458023,0.004706176145537257,0.0964031346968522,0.07454816027734455,1277.0689768730767,0.021369068889531623,0.15825794114292016,0.06054270809758859,1973.20169071779,0.02121453187999866,0.12938922512791953,0.03161643144633871,2328.4954305965166,83.22458333,1.0,1.0,0.0,578.3085609126446
19,19,1.1303582191467285,3.863462448120117,0.0029770470110232275,0.003210491362203843,4.895063839837866e-15,589.333608373751,0.011949711500048423,0.032209991573481526,0.06555941261786051,589.3333845082476,0.022969645611876276,0.03964654149112642,0.02093617047411666,643.104180148532,0.032736043931421564,0.060645119177006115,0.0446252866525973,535.8239126882406,0.03568227009752423,0.06116518055273399,0.06647502555909923,201.83428097154072,0.010466910493276154,0.019748218679504426,0.04055496675228682,63.42394597272308,0.01312106955342744,0.03287007725483715,0.033094406168611985,531.998181407137,0.012626047283452986,0.03054141579039139,0.0171745026083183,925.9267810704753,0.032230112436191304,0.04414292312460225,0.004417486920412212,349.53751064784177,0.044226003915031474,0.06697594708806515,0.034566453934561266,299.16293355227515,0.02007441549183248,0.041509248540955467,0.025780896619659086,347.5485618594829,0.01010085704709199,0.02587948349136054,0.017662230256886905,352.02344886720107,0.009561158105801501,0.012716662997649142,0.008202052341426057,420.31998519674164,0.006019521508407293,0.08530137446789111,0.07921690161230045,1200.4777071116785,0.013996401527528748,0.13577320658457373,0.06269996747575853,1926.78488986812,0.013638764344601616,0.11006608790807179,0.03227840664788326,2532.848339660673,87.99974755,1.0,3.0,0.0,613.2416672128484
20,20,1.0504481792449951,3.8573789596557617,0.002457601161268239,9.069852950519572e-05,6.526751786450488e-15,553.0712160630904,0.009606330119618088,0.028997731900512316,0.073416669480249,553.0708771223684,0.015159591992680205,0.02668722151630201,0.024155776504660224,539.8060846665828,0.022969135510371764,0.04631390438079044,0.03981476590735116,334.4864970883318,0.028368384919403414,0.05316133328168577,0.05612201829780239,82.72284329446143,0.008727245272675167,0.017701683133981187,0.03663217740512303,190.95683767251083,0.0039108957337602905,0.02879391447445067,0.029843685363792515,518.3384725503909,0.0038032540694404398,0.026947551248103337,0.015313026023342592,982.9725833236932,0.029581487399725506,0.0442578448471494,0.0011898540536221538,792.9842483352076,0.040189614846683104,0.0653900461472812,0.028159915590606727,592.618868846028,0.019503293006288225,0.038884693099104084,0.03055067418451405,630.6771216589719,0.008249685541012132,0.020895755920265373,0.0238086834474447,425.28730738788363,0.006648268198721274,0.00768387617273584,0.012101716431141343,320.612216178705,0.010057897827677869,0.07147378973953789,0.08013552459315577,1108.1777303138076,0.009887570040268932,0.10923903823314875,0.06122060878883885,1808.2039087031628,0.005899263807787385,0.0875515190676015,0.030823282451782095,2620.9862898530846,91.95119045,1.0,3.0,0.0,642.2737696980141
