,Timestep,Status,Obj,P Feed In,P Feed Out,P Local Gen,P Local Dem,Q Feed In,Q Feed Out,Q Local Gen,Q Local Dem,FT,GT,Alpha,Surplus,Spot,Shadow Price 0,Shadow Price 1,Shadow Price 2,Shadow Price 3,Shadow Price 4,Shadow Price 5,Shadow Price 6,Shadow Price 7,Shadow Price 8,Shadow Price 9,Shadow Price 10,Shadow Price 11,Shadow Price 12,Shadow Price 13,Shadow Price 14,Shadow Price 15,GenP[1],GenP[2],GenP[3],GenP[4],GenP[6],GenP[7],GenP[8],GenP[11],GenP[12],GenP[13],GenQ[1],GenQ[2],GenQ[3],GenQ[4],GenQ[6],GenQ[7],GenQ[8],GenQ[11],GenQ[12],GenQ[13],Alpha[0],Alpha[1],Alpha[2],Alpha[3],Alpha[4],Alpha[5],Alpha[6],Alpha[7],Alpha[8],Alpha[9],Alpha[10],Alpha[11],Alpha[12],Alpha[13],Alpha[14],Alpha[15],FloP[1],FloP[2],FloP[3],FloP[4],FloP[5],FloP[6],FloP[7],FloP[8],FloP[9],FloP[10],FloP[11],FloP[12],FloP[13],FloP[14],FloP[15],FloQ[1],FloQ[2],FloQ[3],FloQ[4],FloQ[5],FloQ[6],FloQ[7],FloQ[8],FloQ[9],FloQ[10],FloQ[11],FloQ[12],FloQ[13],FloQ[14],FloQ[15],Balance N0,Balance N1,Balance N2,Balance N3,Balance N4,Balance N5,Balance N6,Balance N7,Balance N8,Balance N9,Balance N10,Balance N11,Balance N12,Balance N13,Balance N14,Balance N15
0,2013-11-01 00:00:00,optimal,1.0251090174967945,-2.8382491109125146e-14,0.00022207618803333267,0.004387156188104269,0.004165080000000001,0.7633488302563236,0.7630104968445629,0.0017442065882386614,0.0020825400000000003,64.14682420276118,84.06027979723883,1.002862072360575,2.7283453274407066e-12,74.10355200000001,64.14682420340573,64.14682420340573,64.14682420340574,64.14682420340536,64.14682420340493,64.14682420340496,64.14682420340496,64.14682420340492,64.14682420340496,64.14682420340496,64.14682420340502,64.14682420340505,64.14682420340505,64.14682420340573,64.14682420340574,64.14682420340574,6.888537556739579e-15,7.275628811132026e-15,9.578911624462049e-15,5.604344007723426e-15,-7.675110686423159e-16,0.00161625385482624,3.2250982300609937e-15,1.1561856058301285e-15,0.0027709023332103734,7.440772838115401e-15,-6.28436996550095e-16,-1.281697157287499e-15,-1.228420671899167e-15,-5.820760779841247e-16,3.37212004542829e-16,0.0006355791822501583,6.967012409461275e-16,4.49038760807771e-16,0.0011086274059917476,-6.681429767696273e-16,-1.2379042535294245e-14,6.658474948869638e-11,6.199354992184277e-11,2.1435309595124157e-11,8.004935972730267e-11,1.0874856516025835e-10,1.38254014879164e-10,0.12159611284083906,1.0249359690243181e-10,8.696870965897807e-11,1.0880557998542932e-10,1.2020788023269675e-10,0.8784038861225073,6.038395396899616e-11,5.535834949427231e-11,2.5382293581481426e-11,-0.00022207618806439176,-0.0013327641880434248,-0.0016104361880388265,-0.0018881081880319085,-0.0007832378548201208,-0.001060909854820181,-0.001338581854823595,0.00027767199999942285,-0.0013825423332088286,-0.0019378863332060433,-0.0022155583332062216,-0.0024932303332077187,0.0008330159999832449,0.0005553439999880091,0.0002776719999930888,0.0003383334117606702,-0.00021701058824183365,-0.00035584658824308987,-0.000494682588244282,-0.00021907118225079957,-0.0003579071822506176,-0.00049674318225022,0.00013883599999923885,-0.00041444740599400786,-0.0006921194059928579,-0.0008309554059923324,-0.0009697914059918159,0.0004165080000018875,0.00027767200000123,0.00013883600000061063,-0.014245482195369726,-0.08466924839369588,-0.0846692483982754,-0.08466924843880186,-0.0846692483802749,-0.08466924835168718,-0.0846692483223124,0.14095243314725567,-0.08466924835791904,-0.08466924837338374,-0.08466924835163726,-0.0846692483402868,0.973993277998738,-0.08466924839987901,-0.0846692484048989,-0.08466924843484336
1,2013-11-01 01:00:00,optimal,1.012437158407783,-3.910621350924496e-13,0.0005231916937513924,0.00396668919436225,0.0034434975000000017,0.6448765496136565,0.6445517821587111,0.0013969812950644972,0.0017217487500000008,43.44653426996118,63.359989864438816,0.99934607043498,9.62288582151416e-12,53.4032620672,43.44653427688821,43.446534276889125,43.446534276889935,43.44653427689837,43.44653427691254,43.44653427691745,43.4465342769211,43.446534276923416,43.446534276923344,43.446534276921156,43.446534276925576,43.44653427692784,43.44653427692771,43.44653427688892,43.44653427689097,43.44653427689107,1.380375177696817e-13,1.33507389877298e-13,1.8794389346071542e-13,1.5644971176027247e-13,8.863590598052148e-14,0.001329357215617747,5.388860132589233e-14,4.640618414813588e-14,0.0026373319772108545,1.3861389841518655e-13,-2.3989428469327557e-14,-4.843726724955067e-14,-7.895571684445313e-14,-1.260192276659076e-13,-1.3371931046366782e-13,0.0004250073667538585,-9.37739644386724e-14,-5.4610858458806315e-14,0.0009719739292688714,-2.7645962132508726e-14,-1.8518312417510957e-13,7.176384768500446e-10,6.898081447561966e-10,3.039728036684532e-10,1.445860341497522e-10,5.63591684732807e-10,8.380040261091647e-10,0.4911173166403526,1.0887731842938394e-09,8.044561961260413e-10,1.209409553865321e-09,1.1047244191076797e-09,0.5088826743138086,7.050591426133995e-10,4.724693324625263e-10,4.035280960286817e-10,-0.0005231916941557589,-0.001441457693605258,-0.0016710241934851007,-0.0019005906933106606,-0.0006406577157977832,-0.0008702242156783126,-0.0010997907156036824,0.00022956649996017233,-0.0014894994773702135,-0.001948632477251806,-0.0021781989772289203,-0.0024077654771966876,0.0006886994995742079,0.0004591329996995001,0.0002295664998314667,0.00032476745494527265,-0.00013436554516535964,-0.00024914879521418414,-0.000363932045293738,-8.065761648606474e-05,-0.00019544086661839425,-0.00031022411675298543,0.0001147832500946677,-0.0003980576789345913,-0.0006276241791345827,-0.0007424074292126206,-0.0008571906792680585,0.0003443497500864397,0.00022956650005855802,0.00011478325002921368,-0.022730865873128423,-0.07659693945024101,-0.07659693947825015,-0.07659693986147004,-0.07659694002212415,-0.07659693960439584,-0.07659693933210784,0.4719551841683048,-0.07659693908301284,-0.07659693936546215,-0.07659693896318936,-0.07659693906739815,0.5465358948620609,-0.07659693946278703,-0.07659693969493392,-0.07659693976224191
2,2013-11-01 02:00:00,optimal,1.0232453359595377,-7.730470265306625e-13,0.00022541745796519908,0.003353344959424127,0.003127927500000001,0.5746431235756828,0.5744380370690937,0.001358877243408979,0.0015639637500000005,25.80007220276118,45.71352779723882,0.9972512864271377,1.7687545872391297e-11,35.7568,25.800072217157762,25.800072217157858,25.800072217157883,25.80007221715912,25.80007221716075,25.800072217160782,25.800072217160658,25.800072217160448,25.800072217161187,25.800072217161006,25.80007221716074,25.800072217160366,25.80007221715987,25.800072217157904,25.80007221715906,25.8000722171596,1.5864463851037708e-13,1.594917788328144e-13,1.2568406903877785e-13,1.5640023781486754e-13,6.110433161186056e-14,0.0011719064651823353,4.903716211609791e-14,5.796010820361572e-14,0.002181438493059437,6.475972236219592e-14,6.1053695589819175e-15,1.1675320433442837e-14,1.0671125375109622e-14,5.995074217466368e-15,5.26380091087328e-16,0.00045662665392304274,-1.944833993853783e-15,-6.196304833798681e-15,0.0009022505894417342,6.1764445643054464e-15,-4.736558773465454e-13,1.0523071131528241e-09,1.0340950523074605e-09,1.5063466007512463e-09,1.0122858594383506e-09,2.754958874791841e-09,2.313771841779861e-09,0.1809200274476435,2.509489541061647e-09,2.7671319242766524e-09,2.6879876087305067e-09,2.324905203578563e-09,0.8190799472136878,2.427762033887949e-09,4.2133634279561595e-10,2.5267549642968054e-09,-0.00022541745878107747,-0.0010595314584772465,-0.0012680599583606098,-0.0014765884582777647,-0.000546320965145736,-0.0007548494651577964,-0.0009633779651395215,0.0002085284999938696,-0.0011387959930184433,-0.0015558529930239007,-0.0017643814930315782,-0.0019729099930165315,0.0006255854998119614,0.0004170569998338607,0.0002085284999946687,0.0002050865065891558,-0.0002119704933854862,-0.00031623474337375213,-0.0004204989933629887,-0.00014383390392648854,-0.00024809815392390095,-0.00035236240392321275,0.00010426425000176211,-0.00038092933943036534,-0.0005894578394324313,-0.0006937220894359789,-0.0007979863394419598,0.00031279274998077225,0.00020852849998696712,0.00010426424999330986,-0.005815786714927283,-0.07186346840097046,-0.07186346841911062,-0.07186346794902966,-0.07186346844094023,-0.07186346670629858,-0.07186346714549027,0.13879453209157833,-0.071863466950622,-0.07186346669414527,-0.07186346677297054,-0.07186346713446858,0.8012463322492696,-0.07186346703171853,-0.07186346902904496,-0.07186346693342345
3,2013-11-01 03:00:00,optimal,1.0337401385515872,0.0002339419023741195,1.000561045603257e-12,0.0027092380991363893,0.0029431799999999997,0.8076826938213227,0.8068944906541317,0.0006833868328099973,0.0014715899999999998,27.500934269961185,47.414389864438824,0.9991843420197682,2.41987541116373e-11,37.457662067200005,47.41438983055797,47.414389830557965,47.414389830558,47.41438983056107,47.41438983056543,47.414389830565256,47.41438983056496,47.41438983056469,47.41438983056622,47.41438983056602,47.41438983056565,47.414389830565256,47.4143898305647,47.41438983055797,47.41438983055969,47.41438983056024,5.269933179847335e-13,5.263143069258692e-13,5.266607043496972e-13,5.272106174758668e-13,5.220780526363567e-13,0.0011587402123925522,5.231241177066816e-13,5.239849746212148e-13,0.0015504978799321537,5.224335528172109e-13,4.640732495050811e-16,9.583436482954324e-16,1.2879586509775753e-15,1.3634186751034536e-15,6.878748273603189e-16,0.00029752336832720175,6.040276825758716e-16,2.4536606233028437e-16,0.0003858634644732436,5.063410916985749e-16,-3.165672365544324e-14,4.862426393828383e-10,4.857843673618894e-10,4.87540491674329e-10,4.804278320953921e-10,4.842546034983771e-10,4.83321179158214e-10,0.49655628302410876,4.803650455491817e-10,4.809902660327091e-10,4.784386690087412e-10,4.758608214591784e-10,0.5034437106523684,4.977579999575309e-10,4.836772708556158e-10,5.189091205547214e-10,0.00023394190134172604,-0.0005509060966934399,-0.0007471180961989698,-0.0009433300957041732,-0.0005701042133416229,-0.0007663162128508344,-0.0009625282123606548,0.00019621199950875737,-0.0005694378818672228,-0.0009618618808842805,-0.001158073880392396,-0.0013542858799002854,0.0005886359985303153,0.00039242399902090076,0.0001962119995183963,0.0007882031671910431,0.0003957791671931105,0.00029767316719400753,0.00019956716719522535,-3.205368328516822e-06,-0.0001013113683277361,-0.00019941736832712687,9.810599999948035e-05,0.00010466653552501664,-9.15454644737666e-05,-0.00018965146447336956,-0.0002877574644731877,0.0002943179999983549,0.00019621199999880315,9.810599999937708e-05,0.011092212509396215,-0.07591556121458486,-0.07591556121507495,-0.07591556121330445,-0.07591556122038609,-0.07591556121677716,-0.07591556121773836,0.4751766613465384,-0.07591556122064273,-0.0759155612199966,-0.07591556122253731,-0.07591556122510228,0.5006334219573252,-0.0759155612032951,-0.07591556121703572,-0.07591556118258541
4,2013-11-01 04:00:00,optimal,1.052037578983866,0.0005150559066924978,-2.4470785293488646e-12,0.0024148940931478834,0.0029299500000000006,0.8541959259877978,0.8533907187607034,0.0006597677729086638,0.0014649750000000003,42.83770516916118,62.75116076363882,1.0005998780234944,1.435934982030318e-10,52.7944329664,62.751160618031484,62.75116061803156,62.751160618031605,62.75116061803823,62.7511606180473,62.75116061804698,62.7511606180464,62.75116061804584,62.75116061804864,62.75116061804817,62.75116061804749,62.751160618046896,62.75116061804598,62.75116061803163,62.75116061803505,62.75116061803621,7.248006272321071e-13,7.244772769622799e-13,7.275137065168141e-13,7.247650370246215e-13,7.222679418268111e-13,0.0011351879815214327,7.214588198818096e-13,7.206510153264381e-13,0.0012797061022150433,7.247651226783972e-13,3.102845288843595e-16,5.74702273278357e-16,8.124821264921002e-16,3.5950108759403205e-16,-7.636501008677277e-17,0.00030700305697296224,-5.8120842660003e-16,-1.047413953081994e-15,0.00035276471593519387,3.5310749373407856e-16,3.8865564325017035e-13,4.446436726456104e-09,4.447342410362506e-09,4.463566647553264e-09,4.462931747113317e-09,4.451121077814211e-09,4.442876029435149e-09,0.49923915231257227,4.440046306086678e-09,4.447496090862473e-09,4.436109336300105e-09,4.437875233474213e-09,0.5007607898484848,4.446586281830495e-09,4.455047124442171e-09,4.461167696699907e-09,0.0005150559089967346,-0.00026626408867262404,-0.00046159408809101074,-0.0006569240875063874,-0.0005491979825389742,-0.0007445279819576426,-0.0009398579813783991,0.00019532999942160662,-0.00030305610438560975,-0.0006937161032269918,-0.0008890461026494999,-0.0010843761020719505,0.0005859899982513055,0.0003906599988332204,0.0001953299994153833,0.0008052072270944997,0.00041454722709525474,0.0003168822270956624,0.00021921722709625945,-1.4008056972302505e-05,-0.00011167305697241303,-0.0002093380569727313,9.766500000083197e-05,0.00013556028406863784,-5.976971593278897e-05,-0.00015743471593377125,-0.0002550997159350145,0.0002929949999994436,0.00019532999999963822,9.766499999982693e-05,0.032320356082072677,-0.0789638382438336,-0.07896383824294767,-0.07896383822652446,-0.078963838227334,-0.07896383823917888,-0.07896383824755826,0.49180915553021665,-0.0789638382504409,-0.07896383824287286,-0.07896383825443534,-0.07896383825266362,0.5024003856669097,-0.0789638382436862,-0.07896383823520331,-0.07896383822892641
5,2013-11-01 05:00:00,optimal,1.068423765197847,0.0006534613473921325,-2.6641882669424852e-14,0.00285092865273079,0.0035043899999999987,0.8606448492107575,0.8597900699961848,0.0008974157854280201,0.0017521949999999994,47.97895316916118,67.89240876363883,1.0021397585476954,1.0154987961641382e-11,57.9356809664,67.89240876291542,67.89240876291544,67.89240876291544,67.89240876291576,67.8924087629162,67.8924087629162,67.89240876291619,67.89240876291616,67.89240876291629,67.89240876291626,67.89240876291625,67.89240876291622,67.89240876291619,67.89240876291544,67.8924087629156,67.89240876291564,3.2963194274062425e-14,3.298272720301723e-14,3.321086208155072e-14,3.305333759874828e-14,3.294333590739876e-14,0.001291496844123477,3.287803038510527e-14,3.2934115786291934e-14,0.0015594318081783099,3.2994939202000924e-14,-8.633679424864577e-18,-1.5522866614166712e-17,-2.260774556642364e-17,-3.571732569510361e-17,-3.439759888161378e-17,0.0004038437485139295,-4.0046081607031e-17,-4.0429177212791656e-17,0.0004935720369144349,-1.0046120470861357e-17,-1.523290510241568e-14,1.2529097261986657e-10,1.2524851395283265e-10,1.2345981647043538e-10,1.249204829985305e-10,1.25089432924453e-10,1.2561994646837276e-10,0.4968887974833496,1.260323636574708e-10,1.2557830180797887e-10,1.2630220054682302e-10,1.2567183719337527e-10,0.5031112008899571,1.2508175461390433e-10,1.248554533211213e-10,1.2355798431425497e-10,0.0006534613474094426,-0.00028104265249568016,-0.0005146686524720305,-0.0007482946524481605,-0.0005906188441613532,-0.0008242448441377063,-0.00105787084411412,0.00023362599997648307,-0.0003913018082631086,-0.0008585538082160172,-0.0010921798081925235,-0.0013258058081689504,0.0007008779999287535,0.000467251999952416,0.00023362599997613824,0.0008547792145726907,0.0003875272145725619,0.00027071421457251646,0.0001539012145724512,-5.340474851367945e-05,-0.00017021774851377425,-0.00028703074851386896,0.00011681300000010298,9.049296308603475e-05,-0.0001431330369141694,-0.00025994603691427117,-0.0003767590369143734,0.00035043900000010275,0.00023362600000007193,0.00011681300000003672,0.04436506490970565,-0.08267074899836088,-0.08267074899840211,-0.08267074900017923,-0.08267074899872623,-0.08267074899856032,-0.08267074899803273,0.5029641020661079,-0.08267074899762389,-0.08267074899807511,-0.08267074899735508,-0.08267074899798137,0.5273905700150798,-0.0826707489985684,-0.0826707489987911,-0.0826707490000819
6,2013-11-01 06:00:00,optimal,1.2400778336269636,0.0025137594781017895,-1.3563025176352635e-10,0.0030045360875841022,0.005518304999999999,1.1023567280969582,1.1006016405869363,0.0010040649899781336,0.0027591524999999997,65.41280626996118,85.32626186443883,1.0089205998187596,-7.934288520361488e-07,75.36953406720001,85.3262618644157,85.32626186441553,85.32626186441539,85.32626186440453,85.32626186438925,85.32626186438853,85.3262618643881,85.3262618643875,85.32626186438613,85.32626186438675,85.32626186438637,85.32626186438577,85.32626186438564,85.32626186441549,85.32626186441136,85.32626186441011,3.193044847902785e-07,3.1918081438131874e-07,3.1890044959899715e-07,3.191598437864114e-07,3.1983423075134656e-07,0.0011986359973918522,3.193574537887196e-07,3.1958754734702475e-07,0.001803344288678435,3.1919329597131897e-07,1.112403640229685e-07,1.1123999999988095e-07,1.1123718681317828e-07,1.1123800928512635e-07,1.1123933178118825e-07,0.0004067288139151971,1.1123921264786281e-07,1.1123928177465545e-07,0.0005964462626730256,1.1124000358712526e-07,-1.2875800271382239e-10,0.0007177866585473761,0.0007184902445723347,0.0007200852966493318,0.000718609550536103,1.9277863317121987e-11,0.0007147728263894972,0.4907154915657537,0.0007174853071762169,1.938226596826944e-11,1.9235817517764355e-11,0.0007161762582818642,0.5035426830826133,0.0007184192342768837,1.9540556504496346e-11,1.965304656643519e-11,0.0025137601948997824,0.0010428535307089308,0.0006752862926910535,0.0003077187743083936,-9.529683180448197e-05,-0.00046318299395808546,-0.0008307495785595932,0.0003675670613784704,3.544834712440253e-05,-0.0007000048764076533,-0.0010678910385612643,-0.0014354578698461762,0.001103339549843383,0.0007357723243070956,0.000367886162153538,0.0017550875100218726,0.0010195359903894816,0.0008357037303894812,0.000651871467576294,0.00014499044675302363,-3.8953053246977226e-05,-0.00022278531391519655,0.00018383226078735272,0.00032304875883255505,-4.472700195479852e-05,-0.00022867050195479936,-0.00041250276267302513,0.0005517192599964137,0.0003678870000000007,0.00018394350000000036,0.214489710935586,-0.09790036101559765,-0.09789966170549698,-0.09789807634707355,-0.09789954312458532,-0.09865177389887493,-0.09790335653169345,0.49871630126466165,-0.09790066053554636,-0.09865177389876739,-0.09865177389891717,-0.0979019616289187,0.5632554170377244,-0.09789973228423947,-0.09865177389861438,-0.09865177389849877
7,2013-11-01 07:00:00,optimal,1.5055787214389573,0.00525762783213251,-3.902682362545667e-13,0.0028847996269806904,0.008142427499998496,0.9094929753893289,0.9062920717570779,0.0008703101177588517,0.004071213749999248,71.60743413556118,91.52088973003883,1.0168269583368759,-3.7062255209274753e-09,81.5641619328,91.52088972912303,91.52088972912314,91.52088972912324,91.52088972913175,91.52088972914362,91.52088972914396,91.52088972914395,91.52088972914393,91.52088972914623,91.52088972914558,91.52088972914561,91.52088972914564,91.5208897291452,91.52088972912321,91.52088972912617,91.52088972912718,5.8015844360998935e-06,5.881670317748436e-06,6.126849910493203e-06,5.860504371345767e-06,5.592483414460494e-06,0.0013899610846121937,5.7445247203253366e-06,5.650683631078362e-06,0.0014483342735522886,5.845958721711506e-06,1.6506682834469936e-06,1.6475484491903302e-06,1.634537971679996e-06,1.6295385302013573e-06,1.6351470021126413e-06,0.0004182803703488596,1.633630561352757e-06,1.6349246541932123e-06,0.00043891279629578654,1.6509556767855958e-06,-7.636440424036114e-13,0.0031416672246051386,0.0028328849610731225,0.0018875520012044812,0.0029144994725755833,7.027777294142769e-10,0.003947901336051603,0.47688316978799417,0.0033616777966993757,7.999031479320751e-10,9.227661150236928e-10,0.0037234987705725767,0.4983365669037817,0.002970576648848296,9.198019538380426e-10,1.7520786202410302e-09,0.00525762783505387,0.0030979613920600318,0.002561014564908969,0.0020243129173505717,0.000232931922515649,-0.0003098965730885983,-0.0008471325871431708,0.0005370839727487716,0.0012544130017372195,0.00017450053338228296,-0.00036832796224516896,-0.0009055057760831922,0.0016226395299611316,0.0010856569912140357,0.0005428284956268245,0.0032009036322510624,0.0021185482562080817,0.0018487815546568893,0.0015790018426279863,0.00039432723265590505,0.00012291298265076334,-0.0001468661203479886,0.0002697806194395489,0.0009148898985014345,0.00037369502905665097,0.00010228077905182039,-0.00016749854629488685,0.0008125917943262324,0.0005428285000027745,0.00027141425000141073,0.48118277709630886,-0.11374311308190882,-0.11404976168058129,-0.11498856266431326,-0.11396871097135176,-0.11746861029418156,-0.11294244961421415,0.4946495269907154,-0.11352462255705206,-0.11746861019559408,-0.11746861007261106,-0.1131653016567068,0.5218062857140807,-0.11391302141755552,-0.11746861007195769,-0.11746860922930247
8,2013-11-01 08:00:00,optimal,1.4544694685549568,0.005811955682332393,-1.453711254660285e-13,0.0021051718149534284,0.0079171275,0.8023643993899275,0.799020268255516,0.0006144326155937514,0.00395856375,55.42023413556118,75.33368973003883,1.0121595377461918,-1.9354873259658234e-10,65.3769619328,75.33368972978789,75.33368972978796,75.33368972978799,75.33368972979129,75.33368972979599,75.33368972979628,75.3336897297964,75.3336897297965,75.33368972979724,75.333689729797,75.3336897297972,75.33368972979741,75.33368972979741,75.33368972978798,75.3336897297889,75.33368972978923,4.725271755332967e-05,4.727118023004583e-05,4.749557907640294e-05,4.730296937278909e-05,4.718035225172127e-05,0.0009691536897899678,4.723310301868981e-05,4.7220736826357976e-05,0.0007577699551064306,4.729153090354145e-05,1.3595116569127668e-05,1.3513821312336664e-05,1.3310881406388305e-05,1.3230508625940092e-05,1.3231913278311611e-05,0.0002847833975905665,1.3225970231687666e-05,1.3221777740443451e-05,0.000222720860711938,1.3598368128848727e-05,-1.2972807468306204e-13,0.029750115772117756,0.029676903489094547,0.028787067195479115,0.029550846170209994,5.362369564407675e-10,0.030037074889639307,0.40923128030643324,0.029827895759272072,4.826315274616531e-10,5.571577244056381e-10,0.029876932943487793,0.3536656767737884,0.02959620444382123,4.861731249395359e-10,1.9458403046100027e-10,0.005811955682638424,0.003795265932105787,0.0033147286124964887,0.002834415691733488,0.0005670914573265545,3.928295763733125e-05,-0.00044134518995045754,0.00048057539682084415,0.0017868187039402198,0.000778434807439344,0.0002506263077462948,-0.00022996145526688858,0.001536133968246626,0.0010556169993108252,0.0005278084996305941,0.0033441311344115502,0.002315707619108793,0.0020653171904209166,0.0018147238218269937,0.0004936974391330226,0.0002297931891320443,-2.087914759010296e-05,0.0002506782797687912,0.0010703526413194623,0.0005557701115496408,0.00029186586154858214,4.1183389288544205e-05,0.0007781143818717653,0.0005278085000004787,0.0002639042500002443,0.43783606610692616,-0.07356747930130333,-0.07364019095028614,-0.07452394244883612,-0.0737653862744855,-0.10723906373808306,-0.07328248243874329,0.37997820258120457,-0.07349023118073052,-0.1072390637916468,-0.10723906371719458,-0.07344152931791871,0.30781263031243955,-0.07372033816732362,-0.10723906378808595,-0.10723906407948139
9,2013-11-01 09:00:00,optimal,1.3744504715501562,0.005387349598249909,-1.6446905642428692e-14,0.0027558354009287107,0.008143184999999997,0.7379967982280206,0.7346974060170999,0.0007722002890807668,0.004071592499999999,45.30202420276118,65.21547979723883,1.0100058181148923,-5.250139212265026e-11,55.258752,65.21547979711062,65.21547979711062,65.21547979711063,65.21547979711141,65.21547979711254,65.21547979711256,65.21547979711256,65.21547979711258,65.21547979711275,65.2154797971127,65.21547979711272,65.21547979711274,65.21547979711272,65.21547979711063,65.21547979711086,65.21547979711094,0.0001444413938680959,0.00014434939858549704,0.00014426582882006125,0.00014400734580833713,0.00014415098615679133,0.0007892766244129113,0.0001441496108191422,0.0001440703812752095,0.000812702005993065,0.0001444218248373319,4.131797963896582e-05,4.1291430604490183e-05,4.120384501674685e-05,4.1451799993995216e-05,4.1409827425542656e-05,0.00021610669606443716,4.162730202134551e-05,4.164332055083293e-05,0.00022477286355161323,4.137522421328737e-05,-4.4486878607487106e-14,0.07992259379059588,0.08027726698622145,0.08059945693919329,0.08159599712187644,3.59915525817499e-11,0.08104221458036746,0.17693788792639403,0.08104751697591095,3.986956141380865e-11,4.5709291209264566e-11,0.08135297389424466,0.17722605252034127,0.07999803907954871,3.447074566922254e-11,2.9308061596506634e-11,0.005387349598316693,0.0035046968173658524,0.003106167216001684,0.0027075540448720627,0.0006952093892088418,0.00015233038932971292,-0.00024639762446320335,0.0003987293891305706,0.0016134730015218521,0.0006718646125116108,0.00012898561263114755,-0.00026982300604335444,0.0014842151748692713,0.0010857579997569377,0.0005428789998780615,0.0032993922109206923,0.0022963274147727968,0.0020661793453772277,0.0018359436903938886,0.0005568019765105834,0.0002853624765102728,5.533280393568986e-05,0.0002298121979787851,0.0010491540138771781,0.0005479023158981009,0.0002764628158978172,4.666663644851857e-05,0.000772943275786828,0.0005428790000000761,0.0002714395000000388,0.35133858888566666,-0.012595736133428792,-0.012243513658811322,-0.01192354997412133,-0.010933895685255518,-0.10273783562348168,-0.011483851699907392,0.127443514339916,-0.011478585942863273,-0.10273783561960001,-0.10273783561375353,-0.011175239670884449,0.12926225975555763,-0.012520812156367522,-0.1027378356250028,-0.10273783563016403
