,Timestep,P Feed In,P Feed Out,P DER,P Local Gen,P Local Dem,Q Feed In,Q Feed Out,Q Local Dem,FT,GT,Surplus,Spot,PI,Shadow Price 0,Shadow Price 1,Shadow Price 2,Shadow Price 3,Shadow Price 4,Shadow Price 5,Shadow Price 6,Shadow Price 7,Shadow Price 8,Shadow Price 9,Shadow Price 10,Shadow Price 11,Shadow Price 12,Shadow Price 13,Shadow Price 14,Shadow Price 15,DER1,gP1,B1,DER2,gP2,B2,DER3,gP3,B3,DER4,gP4,B4,DER6,gP6,B6,DER7,gP7,B7,DER8,gP8,B8,DER11,gP11,B11,DER12,gP12,B12,DER13,gP13,B13,Alpha0,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,Alpha9,Alpha10,Alpha11,Alpha12,Alpha13,Alpha14,Alpha15,Balance N0,Balance N1,Balance N2,Balance N3,Balance N4,Balance N5,Balance N6,Balance N7,Balance N8,Balance N9,Balance N10,Balance N11,Balance N12,Balance N13,Balance N14,Balance N15
3,2013-11-01 03:00:00,0.042796215012377514,3.5762630232299895e-12,0.0042044783924998505,-0.036000002137763006,0.0029431799999999997,5.132338942299474e-11,1.0516369133737493e-12,0.0014715899999999998,28.655480899576954,47.24434718402304,-2.448179828238678,37.9499140418,-2.4368001544626354,47.24598173071217,47.23789620453399,47.223890214170325,47.32253909992555,47.47552463378674,47.4813915702337,47.484710769407634,47.48790760328065,47.49604375352584,47.493219908697576,47.490256733811364,47.49151952192715,47.49074463840013,47.24158057843493,47.24407827089382,47.24487724403631,0.0,-0.002000000882965806,0.01599999983352639,0.0,-0.002000000446682909,0.015999999914044622,0.0,-0.0020000000802641664,0.015999999983842217,0.0,-0.0020000002147203193,0.015999999980413362,0.0,-0.002000000055585847,0.015999999989566235,0.0018079366862499,-0.009999999990734353,0.041003552316901046,0.0,-0.002000000079301669,0.015999999985264073,0.0,-0.0020000000691260374,0.01599999998720469,0.0023965417062499503,-0.00999999998125749,0.04369211638304804,0.0,-0.002000000175024495,0.015999999963176283,0.9999999991109395,2.0892686084458467e-11,5.087842484337516e-11,6.397181659811794e-11,6.381819548120828e-11,6.268022887771646e-11,6.575326895251389e-11,6.583029258840769e-11,6.428481740748992e-11,6.185141420418553e-11,6.37044454039912e-11,6.444030335084468e-11,6.314023464773039e-11,5.4116938969670874e-11,6.163994178953264e-11,6.29568209937211e-11,-8.031078107324037,-0.481735490528402,-0.5363902673772257,-0.44292362935332974,-0.4447118306468498,-0.32677314797591145,-0.4475870432336856,-0.16725731885752065,0.26310137243534376,-0.3267035422003505,-0.32677131967453155,-0.15609449280837423,0.4444065632495519,0.45995431127911013,-0.3268469356950391,-0.32699493410073693
4,2013-11-01 04:00:00,2.288174410822651e-11,4.161097551876754e-12,0.00376233025874985,-0.0022831023753853226,0.0029299500000000006,7.708632231742929e-11,1.3778262633535259e-12,0.0014649750000000003,44.19380083687696,62.782667121323044,-2.914360179501141,53.4882339791,-2.436759746187838,58.9704831618703,58.964572540451144,58.91258851758032,58.69636060355047,58.40313137835482,58.38029205045345,58.365972640842216,58.35698143951044,58.313177484993865,58.324271201573296,58.29058597811464,58.26480244319734,58.25646374966176,58.99273061738101,59.002184389953875,59.00602686915358,0.0,0.0015350570411647591,0.014464942557584204,0.0,0.0016546888937872773,0.014345310850162274,0.0,0.0009703468404641004,0.015029653081551096,0.0,0.0017627347709099931,0.014237265137999154,0.0,1.2483351060179505e-08,0.01599998746310106,0.0017726700324999,-0.006344152078384672,0.04734770436746034,0.0,0.0004989194466248321,0.015501080482013778,0.0,3.5641946729557434e-05,0.015964357991929058,0.00198966022624995,-0.003986953645317621,0.04767906995721724,0.0,0.0015906021342512093,0.014409397716853756,0.9999999991109431,2.0891940054762947e-11,5.088001294255539e-11,6.39717683403102e-11,6.38183959386185e-11,6.268033278074993e-11,6.575199476679572e-11,6.583095024944059e-11,6.42850491924576e-11,6.185142902289432e-11,6.370450849149093e-11,6.443806294077402e-11,6.313867073834866e-11,5.411607279755339e-11,6.163997745502452e-11,6.295682817098809e-11,-10.46783785024149,-0.4717479568267911,-0.533006260875535,-0.4565338898370881,-0.4120403886704659,-0.4073335659473414,-0.5195866278502992,-0.50782001130858,0.3981975273310345,-0.4072465580772887,-0.4073312936036864,-0.15312788282060166,0.3630083227350387,0.7086769899031025,-0.40742580085276137,-0.40761074537037434
5,2013-11-01 05:00:00,9.493710951235129e-12,7.532853469486281e-12,0.0044438281074999,-0.0023432308666992067,0.0035043899999999987,8.155494236102169e-11,1.6142437583808495e-12,0.0017521949999999994,49.402612836876955,67.99147912132304,-2.9117900527165115,58.6970459791,-2.436941336136731,58.969754016413354,58.9633217690322,58.911239973743896,58.69556596185823,58.40170301911728,58.37966693359397,58.36687344610069,58.35949051616016,58.312768427980366,58.32058457924623,58.28917065154391,58.264773857009956,58.25822081669828,58.99143349700691,58.99848295558261,59.00175020119175,0.0,-0.0015350574700876544,0.015999999792875388,0.0,-0.001654689226455585,0.015999999906525085,0.0,-0.00097034696687543,0.01599999998659657,0.0,-0.0017627349057167134,0.01599999997220509,0.0,-1.2571136051181815e-08,0.015999999990814542,0.00202044190624995,0.003122959397934216,0.04422474494169896,0.0,-0.0004989195611932318,0.015999999986568567,0.0,-3.5642044976014675e-05,0.01599999998821771,0.00242338620124995,0.0025818150527012287,0.04509725483335387,0.0,-0.001590602361938802,0.01599999996670314,0.9999999991110007,2.0891674407050854e-11,5.086930232146368e-11,6.396818136877845e-11,6.381539892119693e-11,6.267737833466803e-11,6.574894102263462e-11,6.582809389327223e-11,6.428052719098531e-11,6.184858257132399e-11,6.370154070980637e-11,6.443378914786306e-11,6.313505346003006e-11,5.410928551421135e-11,6.163708536677456e-11,6.295386264224441e-11,-12.904779184096151,-0.6450505199526887,-0.7270386947048866,-0.5868346892265741,-0.5895134604953086,-0.49013905498105104,-0.5938320208879347,-0.27773935172243963,0.47212915251364035,-0.49003464692687965,-0.4901363373083683,-0.15668400368096772,0.6922748379780717,0.7675432985442407,-0.4902497374388215,-0.4904716326435211
6,2013-11-01 06:00:00,3.5759818826113744e-12,0.0414342721816681,0.004772231704999951,0.035999997546087174,0.005518304999999999,5.3448879601154375e-11,1.4508118912321178e-12,0.0027591524999999997,67.06557389957696,85.65444018402304,-3.243392752508031,76.3600070418,-2.4368538324969267,67.06399136824973,67.10076505245436,67.18389374243183,67.35871960619924,67.57846078654163,67.60597849165778,67.622942030958,67.62984158354534,67.66373510022176,67.65516942836449,67.68840462647172,67.71237774593425,67.7192230208134,67.06037441663118,67.01979031492229,67.00688041684087,8.8992e-07,0.0019999993169368146,0.014000000196652006,8.8992e-07,0.0019999995287697625,0.01400000017958856,8.8992e-07,0.001999999838973026,0.014000000075016991,8.8992e-07,0.0019999998222388436,0.01400000006652098,8.8992e-07,0.0019999998855726947,0.014000000053839532,0.0019273339624999502,0.009999999991146266,0.03422474492272524,8.8992e-07,0.0019999998493845845,0.014000000069864639,8.8992e-07,0.0019999998700189828,0.014000000060199306,0.0028377783825,0.009999999982714537,0.0350972547794758,8.8992e-07,0.0019999997066762966,0.014000000129801123,0.9999999991109682,2.089252315253767e-11,5.087288983424394e-11,6.3970941192778e-11,6.38171246223467e-11,6.267927303824467e-11,6.575085398720303e-11,6.582959377491014e-11,6.428425875514291e-11,6.18504371960051e-11,6.370343626849619e-11,6.443659605280209e-11,6.313480193543718e-11,5.411345146111028e-11,6.16389512127588e-11,6.295574939113291e-11,-18.120380686127916,-0.6045438717003612,-0.7001997547626675,-0.5366228799236176,-0.5397505036770168,-0.583844902872108,-0.544789477821089,0.438030093471599,0.6988634556829176,-0.5837230944516351,-0.5838417436296262,-0.03479577922832133,1.5763642491446168,1.0434929893084766,-0.583974032885658,-0.5842328580652624
7,2013-11-01 07:00:00,3.587533143146126e-12,0.09771137072601631,0.004742699533749901,0.09999999919527242,0.008142427499998496,1.8430050459447323e-10,6.9299487749386635e-12,0.004071213749999248,73.34160881597695,91.93047510042304,-2.9110795618405394,82.6360419582,-2.4374697104927234,73.33787684840853,73.18902957257329,73.11222562857856,72.98837306106834,72.8498598289752,72.82840246521798,72.81560426592561,72.80943688814047,72.81016373098471,72.81396646759374,72.79462638702262,72.78181427368982,72.7774223188317,73.12992294543008,73.05991590587428,73.03844871282584,1.3232805e-05,0.009999999721237104,0.004000000196114628,1.3232805e-05,0.009999999888589671,0.004000000092833932,1.3232805e-05,0.00999999998894704,0.004000000013462152,1.3232805e-05,0.009999999960586828,0.004000000022483282,1.3232805e-05,0.009999999993298704,0.004000000009137506,0.00227046559999995,0.009999999989436991,0.024224744905460765,1.3232805e-05,0.009999999989135307,0.004000000013407277,1.3232805e-05,0.009999999990372918,0.004000000011824917,0.00236637149374995,0.00999999997669765,0.025097254731614418,1.3232805e-05,0.009999999966232773,0.004000000033329036,0.9999999991112195,2.0890631339514855e-11,5.0810347605985806e-11,6.395794500412691e-11,6.380388643794518e-11,6.266682177670757e-11,6.573775914938567e-11,6.58168119740167e-11,6.426849973198703e-11,6.183840677962764e-11,6.369095714530748e-11,6.441867573880969e-11,6.311857976765478e-11,5.409062758461524e-11,6.162674375818577e-11,6.294329554243684e-11,-27.723794867184935,0.021027278741983957,-0.08832024499607083,0.09865115776693556,0.09507871359207365,-0.6926478663339712,0.0893174730921793,1.2386978336555894,1.5105426026111441,-0.6925086655698236,-0.6926442603582342,0.6719302667453569,2.491172404122315,1.9043564876888563,-0.6927954450159836,-0.6930912279356243
8,2013-11-01 08:00:00,4.8174778466129294e-12,4.538800520125059e-11,0.0037550480249999994,0.007286990001721221,0.0079171275,2.1818372464001913e-10,9.228643518900824e-12,0.00395856375,56.94168381597696,75.53055010042304,-2.645069420186677,66.2361169582,-2.436829407067483,58.82122827016814,58.81558563595586,58.764346154213456,58.599855922769514,58.38172984065481,58.367259153381205,58.36112999522312,58.36058520091446,58.305283268904326,58.3124944074338,58.2834465714558,58.26312031006882,58.25927032581935,58.84454483906199,58.85220123434706,58.8556895218154,0.0001095102,-0.001158629521457073,0.005158629474739118,0.0001095102,-0.0010159560066019442,0.0050159559298444106,0.0001095102,-0.00047481199840275793,0.00447481195014956,0.0001095102,-0.0019943850835141106,0.005994385029228901,0.0001095102,-1.5268525687320696e-08,0.0040000152342132365,0.0016085304112500001,0.007253403966225789,0.016971340911407538,0.0001095102,-0.00046585440220957427,0.004465854358985966,0.0001095102,-0.0003790446198369283,0.00437904458303981,0.00127043601375,0.006505576517672263,0.0185916781427786,0.0001095102,-0.0009832933729009726,0.0049832932944644,0.9999999991109675,2.0889443606209474e-11,5.0898425877851663e-11,6.39664134208165e-11,6.381535466522188e-11,6.267721432082344e-11,6.574868700181025e-11,6.582888782868894e-11,6.428056478341505e-11,6.184832667012275e-11,6.370139359798651e-11,6.44349005771671e-11,6.313557137743146e-11,5.4115671931807837e-11,6.163687787926432e-11,6.295372552444596e-11,-30.160624274472408,-0.14074295947206827,-0.25534550491195135,-0.013201032618237019,-0.10659479667266808,-0.7927325345091506,0.004233995091694309,1.6694647466737544,1.5756381175145955,-0.7925759312441552,-0.7927284777952628,0.6374017555170317,2.965400368230619,1.9884386320196434,-0.7928985597740239,-0.7932313231423003
9,2013-11-01 09:00:00,1.3412170070997592e-11,5.527394130313866e-12,0.00518351073374985,0.006035005682114419,0.008143184999999997,4.481942082367693e-10,9.752945218610353e-12,0.004071592499999999,46.69050485777696,65.27937114222304,-2.648008991951774,55.984938,-2.4368441123410167,58.821849830409946,58.81652922632832,58.76517382611041,58.60024472239152,58.38334592696228,58.367941026638576,58.36038894931273,58.35839023354696,58.30566520925569,58.31503775348245,58.284653663713435,58.26343124166584,58.257688518096856,58.84534663175232,58.854796671692945,58.85872622731691,0.0003303435,0.001158628390481444,0.0040000008414514815,0.0003303435,0.0010159554017109204,0.004000000358537989,0.0003303435,0.0004748118672703458,0.004000000021170175,0.0003303435,0.0019943847127398854,0.004000000239726133,0.0003303435,1.517202906319895e-08,0.00400000001910718,0.00125275627249995,-0.0010286592614009043,0.01800000014498122,0.0003303435,0.0004658542508495905,0.0040000000515194355,0.0003303435,0.0003790444813887516,0.004000000053041922,0.0012880064612499,0.0005916777716107892,0.018000000300004773,0.0003303435,0.0009832931041702817,0.004000000078559988,0.9999999991109862,2.088892312942612e-11,5.0888809378275797e-11,6.396748552258929e-11,6.381417968934689e-11,6.267552345296717e-11,6.574678150020374e-11,6.583027775269517e-11,6.427680508863655e-11,6.18467422038234e-11,6.369974143655602e-11,6.443311342389599e-11,6.313793607208447e-11,5.411908793603409e-11,6.163526878883632e-11,6.295212050885309e-11,-32.59746838418324,-0.15411267875237172,-0.2907434214186058,-0.05709233617134986,-0.0615433159949342,-0.8937112988434437,-0.06875793045568762,1.5912535418849238,1.7076358483308118,-0.8935372974817484,-0.893706781903682,0.6596339494255822,3.092040246386949,2.200164422709404,-0.8938957689579896,-0.8942655660912793
10,2013-11-01 10:00:00,0.018119239491746472,3.550124131752215e-12,0.00734509784124995,-0.019999999556569597,0.008226165000000002,6.18107304907655e-11,1.833370970939167e-12,0.004113082500000001,38.59334785777695,57.182214142223046,-2.986923959890058,47.887781,-2.436913270838378,57.182906179599954,57.20999686051611,57.23385589583663,57.439707117923334,57.73218907031802,57.7493309888411,57.759207168263,57.76600431640942,57.7968402178369,57.789473815994995,57.80320679448979,57.81679792567327,57.81957922045089,57.210786120824324,57.21225528260541,57.21258461214243,0.000549496,4.186540840068858e-10,0.004000000197415956,0.000549496,9.70454269882e-11,0.004000000097092785,0.000549496,-5.154331801624877e-11,0.004000000012457703,0.000549496,1.6531586549556056e-10,0.00400000001334964,0.000549496,-3.186050450056121e-11,0.0040000000082332935,0.0011801358525,-0.009999999944196815,0.028000000061350994,0.000549496,-1.6665552294759743e-11,0.004000000012144999,0.000549496,-5.811242013464766e-12,0.0040000000106820855,0.00176899398874995,-0.009999999919895208,0.028000000148737495,0.000549496,-6.267714576177933e-11,0.004000000033164249,0.9999999991109735,2.0892030489952286e-11,5.086789188019874e-11,6.39695881732815e-11,6.381554413760093e-11,6.267810424080117e-11,6.575325860141645e-11,6.582995178505136e-11,6.428181281603289e-11,6.184936398164003e-11,6.370233126077355e-11,6.443915154570649e-11,6.314043623413458e-11,5.411389987851345e-11,6.163786911101624e-11,6.295472901253394e-11,-33.998270881155904,-0.22307483179489485,-0.3733712980692134,-0.11634860470598847,-0.121251338610345,-0.9941200053800685,-0.12917658407312904,0.9960828030827501,1.8249169595221417,-0.9939286010090226,-0.994115013174996,0.6720684405211929,2.6380447906002553,2.366566139758887,-0.9943229222647092,-0.9947297846536767
11,2013-11-01 11:00:00,0.10340196327142444,3.5876018377498373e-12,0.00699594669249975,-0.09999999917338787,0.008205142499999998,6.928660952677876e-11,1.9913278430765267e-12,0.004102571249999999,28.48903585777695,47.07790214222304,-2.7256657132468036,37.783469,-2.436838602945937,47.0818514525966,47.04897704274791,47.05170856278956,47.252752989749304,47.54960070047522,47.559280151781074,47.56442250256278,47.56963565199388,47.61894393593273,47.611363322228044,47.62796212006564,47.644278958423314,47.64791075272622,47.01896941470947,47.001319442180765,46.99484355003438,0.000495516,-0.009999999430798056,0.013999999425293461,0.000495516,-0.009999999782946899,0.013999999741368533,0.000495516,-0.009999999987827184,0.013999999949536508,0.000495516,-0.009999999922500901,0.013999999869335979,0.000495516,-0.009999999993261266,0.013999999965571788,0.0010175997962499,-0.009999999990777424,0.038000000024301345,0.000495516,-0.00999999998661124,0.013999999951567347,0.000495516,-0.009999999987956035,0.013999999958154598,0.00201421889624985,-0.009999999981457402,0.03800000005903256,0.000495516,-0.00999999994717622,0.013999999889336114,0.9999999991109901,2.0894169957976028e-11,5.087071664042805e-11,6.397071101011389e-11,6.381626232602296e-11,6.267875153698146e-11,6.574957444586645e-11,6.581697133345187e-11,6.428482343428031e-11,6.184997777895208e-11,6.370294358603558e-11,6.443369523286344e-11,6.313049977790712e-11,5.4116323121181294e-11,6.163846799323426e-11,6.295529611541294e-11,-31.566753607452323,-0.7653313028129692,-0.9292850102283425,-0.6489004701499119,-0.6542527938201967,-1.0889128118126048,-0.6628969998500293,0.4879391497301544,1.468960498670791,-1.0887040127611942,-1.088907367720148,0.2112745783365067,2.284095984020972,2.0596899102711825,-1.089134174120391,-1.0895780149550196
12,2013-11-01 12:00:00,0.04063755716264471,3.575101634038161e-12,0.006525500109999901,-0.03600000158852302,0.00862005,1.1135430494299042e-10,3.1865597819039624e-12,0.004310025,31.083652815976958,49.672519100423045,-2.7035945209313734,40.3780859582,-2.437746083715906,49.67407119965884,49.649555338373084,49.65269355985911,49.79360324013451,50.001563268905684,50.00612661901885,50.00818277912686,50.011336025972405,50.05392548521104,50.04854260593383,50.06339036619858,50.07698626080175,50.08031085180314,49.62647354097159,49.60997152733459,49.60424194846942,0.0004735215,-0.00200000062350951,0.015999999845868716,0.0004735215,-0.002000000285321626,0.015999999888020817,0.0004735215,-0.002000000066972011,0.015999999965758894,0.0004735215,-0.0020000001623443255,0.015999999965160137,0.0004735215,-0.002000000046683325,0.015999999976331336,0.0011221164662499,-0.009999999991298386,0.047999999987772615,0.0004735215,-0.00200000006449443,0.015999999968870176,0.0004735215,-0.002000000055289555,0.0159999999729586,0.00161521164375,-0.00999999998400396,0.04799999997187386,0.0004735215,-0.0020000001360368437,0.015999999934355007,0.9999999991113848,2.0879019596581462e-11,5.081750055964864e-11,6.394110821407829e-11,6.378871338037207e-11,6.265357968179112e-11,6.572657245623913e-11,6.580313444173625e-11,6.424952555161501e-11,6.182548954175974e-11,6.367785517684345e-11,6.440715579540759e-11,6.311115445589837e-11,5.408975849047135e-11,6.161376820564573e-11,6.293039953049457e-11,-31.98586678130218,-0.9386900782836042,-1.116261879403842,-0.812570275784692,-0.8183569524867236,-1.1864701632844519,-0.8277183447349168,-0.04104128808837093,1.4816085220457855,-1.1862439755036864,-1.1864642054371748,0.11918424337706238,1.8869109871757137,2.1215903029214718,-1.1867099718883811,-1.1871911049069066
13,2013-11-01 13:00:00,0.0007018574219963185,2.3301281804597225e-12,0.0048955931062498,-1.5874257561445224e-09,0.008245319999999997,9.09219444068203e-11,2.513593893864851e-12,0.0041226599999999985,58.15576487867696,76.74463116312305,-3.032520483638677,67.4501980209,-2.437209075727663,76.74465786209215,76.80576561476578,76.7661530528196,76.66213532389445,76.53015643954716,76.51142540711122,76.49983542515398,76.49505659644106,76.48030527531712,76.4857345617707,76.46584664403065,76.45180929792545,76.4475882365877,76.83765620956537,76.85408399899399,76.85970032002712,0.0003108665,-2.5300129909717616e-10,0.015999999790397196,0.0003108665,-2.5102801457485735e-10,0.015999999908356537,0.0003108665,-1.0485628230624214e-10,0.01599999998642604,0.0003108665,-1.0789286942564346e-10,0.015999999977139353,0.0003108665,-7.369052343496209e-11,0.01599999999081761,0.0011488052799999001,-4.1701511498853966e-11,0.04799999999119145,0.0003108665,-9.532347105617623e-11,0.015999999986794536,0.0003108665,-8.210969752934984e-11,0.015999999988387782,0.0012598558262499,-1.0861633216070073e-10,0.04799999998304664,0.0003108665,-1.8430545888326732e-10,0.015999999966440106,0.9999999991111054,2.089220188512047e-11,5.083958906148168e-11,6.396453405840809e-11,6.38102958253028e-11,6.267278937776397e-11,6.574410671790406e-11,6.582316836687394e-11,6.427468117539248e-11,6.184418978483316e-11,6.369693569780622e-11,6.442671792716659e-11,6.31267902464348e-11,5.409640899752486e-11,6.16326079078525e-11,6.294926494363416e-11,-34.36921204732317,-1.0260039363265196,-1.2172695006883523,-0.8901798193941615,-0.8964142839583451,-1.297666236615151,-0.9064962693749827,-0.054491806522928586,1.5803978454178922,-1.2974226531276751,-1.2976598347042936,0.11309935631292908,1.9891710865397483,2.2697037162150546,-1.2979244931777105,-1.2984425724959103
14,2013-11-01 14:00:00,4.106167501470928e-11,3.1823892243651826e-12,0.004092683042499851,1.9666280933266113e-09,0.009049620000000001,6.1245041859189e-11,1.871749334375712e-12,0.004524810000000001,69.03356685777696,87.62243314222304,-3.2528774392702613,78.328,-2.4370458807601714,85.48764218550232,85.48944211350423,85.48470591536505,85.5224033679847,85.58003238083415,85.575970415072,85.57305380801509,85.57295028785667,85.59279201830999,85.59187944035607,85.59591901356382,85.59985884083234,85.60081298787156,85.49172642298994,85.50003124401191,85.50222701935023,0.00017755700000000003,1.8559049460557635e-09,0.01599999756870435,0.00017755700000000003,6.203091394742274e-10,0.015999999027759698,0.00017755700000000003,-7.008420452448047e-11,0.015999999961285948,0.00017755700000000003,1.1101013186799059e-10,0.01599999976340955,0.00017755700000000003,-5.875107879256325e-11,0.01599999998239098,0.0012640828899998999,-2.1985006631395665e-12,0.04799999994987351,0.00017755700000000003,-6.247090867935911e-11,0.015999999961450777,0.00017755700000000003,-5.258575086884273e-11,0.01599999996520743,0.00140814415249995,-7.608021062480628e-11,0.04799999994845644,0.00017755700000000003,2.411540818000781e-11,0.015999999770641836,0.9999999991110351,2.0891158458356023e-11,5.0866535386863245e-11,6.396655539197534e-11,6.381294001616502e-11,6.267512226516377e-11,6.574636034060935e-11,6.582512222831085e-11,6.42780143226903e-11,6.184642240968272e-11,6.369927548253918e-11,6.442994938781577e-11,6.312964384818988e-11,5.411067720801755e-11,6.163488035375679e-11,6.295159601183384e-11,-36.80625792267868,-1.1313965385594935,-1.3363296511132174,-0.9858673339448782,-0.9925511162062095,-1.4182628067169887,-1.0033532544794233,-0.05744410148944354,1.6611715344191411,-1.418001826221877,-1.418255963117311,0.08899986922585938,2.105773322307884,2.3997209343506447,-1.4185395110479644,-1.419094523221879
15,2013-11-01 15:00:00,8.185049579728477e-12,9.343774289724586e-12,0.00376364743749975,0.004377758645003583,0.010439010000000004,7.232719198728988e-11,2.2004759834208792e-12,0.005219505000000002,78.22731487867696,96.81618116312305,-3.027908914595026,87.5217480209,-2.4380939552786147,86.03101687677047,86.0342990002255,86.04215801160542,86.12571894665084,86.24400193335735,86.24053864792697,86.23531255234224,86.23131033798869,86.27855510548115,86.27461296730499,86.28293674339196,86.28805173981078,86.28520129398208,86.02846351783123,86.03402904129453,86.03502312847039,2.842776e-05,-2.6413903924766445e-09,0.0159999998422755,2.842776e-05,-1.1476529820441766e-09,0.01599999991324224,2.842776e-05,-1.1497675976472095e-10,0.015999999980285364,2.842776e-05,-3.3350254838098236e-10,0.01599999997702866,2.842776e-05,-7.196626934218674e-11,0.015999999986597103,0.0016953602962498499,0.002453584560866249,0.04554641534511144,2.842776e-05,-1.0904343058250686e-10,0.015999999981893855,2.842776e-05,-9.543129917509902e-11,0.015999999984188152,0.0018408650612499002,0.0019241792841993737,0.046075820552598436,2.842776e-05,-3.6090480881084617e-10,0.015999999958650177,0.9999999991114398,2.0885152611760012e-11,5.0759767758093404e-11,6.394367836846146e-11,6.378726483026084e-11,6.265328362227099e-11,6.57231367656079e-11,6.580158579676015e-11,6.425543052502617e-11,6.182533590849355e-11,6.367738644014732e-11,6.43938233275488e-11,6.310940807045234e-11,5.410107162546645e-11,6.161347486767531e-11,6.292974398724169e-11,-39.24435187589059,-1.2577494895693282,-1.4763537344770796,-1.1025150011043403,-1.1096477969790945,-1.547086099235798,-1.1211701681224087,0.1802514672356714,1.7210273178556117,-1.5468077356407357,-1.547078809761318,0.043411693353358136,2.4177910047770683,2.5080359025729897,-1.5473812531577198,-1.5479732249451512
16,2013-11-01 16:00:00,3.5730758862869186e-12,0.03602808815679798,0.00441610608499985,0.035999996273610335,0.0122540474999985,3.330499267987029e-10,1.2453345564447642e-11,0.00612702374999925,100.43330385777696,119.02217014222305,-3.6195534207728945,109.727737,-2.4374465743036295,100.43192780857198,100.6698107479698,100.80587348173768,100.7506382655162,100.5982602944399,100.62852796976016,100.64806215470115,100.6519437843947,100.59708732313688,100.5974531033167,100.61050692475695,100.61145908676434,100.61310456289294,100.74595762238668,100.8215004069029,100.84536392411643,4.02895e-07,0.00199999898445213,0.014000000422543223,4.02895e-07,0.001999999286074318,0.014000000314886137,4.02895e-07,0.0019999997545320568,0.014000000111566584,4.02895e-07,0.001999999711425118,0.014000000132843334,4.02895e-07,0.0019999998277481484,0.014000000078423547,0.0020197366637499,0.00999999998946524,0.03554641531174994,4.02895e-07,0.001999999774356026,0.014000000102571124,4.02895e-07,0.0019999998048626667,0.014000000088649819,0.00239314626124995,0.00999999997696465,0.036075820463973014,4.02895e-07,0.0019999995498751707,0.01400000020278015,0.9999999991111681,2.0887819804661347e-11,5.086353146561114e-11,6.395735224570891e-11,6.380285911501767e-11,6.266651550664112e-11,6.573704481255745e-11,6.581596345199548e-11,6.427009476564718e-11,6.183810366732496e-11,6.369064760633933e-11,6.442307196392816e-11,6.310515105257095e-11,5.410355716167429e-11,6.162643500660792e-11,6.294298311226565e-11,-45.30016879651329,-1.207861363656672,-1.440132235232989,-1.0429215437711432,-1.0505029818196994,-1.6981270679545206,-1.062746111119232,1.2459564154866862,1.9571438690862555,-1.6978313137399927,-1.698119335383408,0.17468502772455308,3.627613346912735,2.793371120570842,-1.6984406704523218,-1.6990695839995626
17,2013-11-01 17:00:00,3.588103348793155e-12,0.10344906157793117,0.0043092425074998,0.09999999911889695,0.012793762499999996,0.010788852553767492,-1.8748788941541904e-14,0.006396881249999998,113.45533679507696,132.04420307952304,-4.185865935957521,122.7497699373,-2.4397076271878446,113.45138568253975,113.28874172177795,113.14672440842077,112.84215641837145,112.47732773808998,112.43825074406115,112.4151617954669,112.40389493458093,112.36347838648196,112.37568158361832,112.33020245678529,112.29848108311889,112.28877899560348,113.27030138051282,113.17838670261207,113.15523376685255,0.0,0.009999999818924143,0.004000000168325233,0.0,0.00999999991427518,0.004000000088330981,0.0,0.009999999983125736,0.004000000014252876,0.0,0.00999999997229569,0.0040000000277818516,0.0,0.009999999988759197,0.004000000009237938,0.0020157293612498997,0.009999999983711812,0.025546415284141796,0.0,0.009999999984439057,0.004000000013162653,0.0,0.009999999986452611,0.0040000000115195805,0.0022935131462499,0.009999999961180802,0.026075820391131207,0.0,0.009999999962156178,0.004000000034615522,0.9999999991120405,2.087410208048287e-11,5.0654955724301896e-11,6.390747508804375e-11,6.374880864605966e-11,6.261913835891388e-11,6.568652159238091e-11,6.576502782651715e-11,6.421840026532038e-11,6.179234441936506e-11,6.36431595221429e-11,6.435530726010442e-11,6.304476154582677e-11,5.407333452314334e-11,6.15799870274666e-11,6.289557588963495e-11,-59.476315804702374,-0.23893092151121897,-0.48487578878385984,-0.06428641244837174,-0.07231607158951037,-1.8637353692112337,-0.08527981353305969,2.453130094212141,3.1123060864253453,-1.8634222552764945,-1.863727183776144,1.2242739221125583,4.972489045020927,3.9964740768921656,-1.8640674242197008,-1.864733339430454
