,Timestep,P Feed In,P Feed Out,P Local Gen,P Local Dem,Q Feed In,Q Feed Out,Q Local Gen,Q Local Dem,FT,GT,Surplus,Spot,Shadow Price 0,Shadow Price 1,Shadow Price 2,Shadow Price 3,Shadow Price 4,Shadow Price 5,Shadow Price 6,Shadow Price 7,Shadow Price 8,Shadow Price 9,Shadow Price 10,Shadow Price 11,Shadow Price 12,Shadow Price 13,Shadow Price 14,Shadow Price 15,B_min1,B1,B_max1,DER1,gP1,B_min2,B2,B_max2,DER2,gP2,B_min3,B3,B_max3,DER3,gP3,B_min4,B4,B_max4,DER4,gP4,B_min6,B6,B_max6,DER6,gP6,B_min7,B7,B_max7,DER7,gP7,B_min8,B8,B_max8,DER8,gP8,B_min11,B11,B_max11,DER11,gP11,B_min12,B12,B_max12,DER12,gP12,B_min13,B13,B_max13,DER13,gP13,gQ1,gQ2,gQ3,gQ4,gQ6,gQ7,gQ8,gQ11,gQ12,gQ13,Net Demand1,Net Demand2,Net Demand3,Net Demand4,Net Demand5,Net Demand6,Net Demand7,Net Demand8,Net Demand9,Net Demand10,Net Demand11,Net Demand12,Net Demand13,Net Demand14,Net Demand15,fP1,fP2,fP3,fP4,fP5,fP6,fP7,fP8,fP9,fP10,fP11,fP12,fP13,fP14,fP15,fQ1,fQ2,fQ3,fQ4,fQ5,fQ6,fQ7,fQ8,fQ9,fQ10,fQ11,fQ12,fQ13,fQ14,fQ15,Balance N0,Balance N1,Balance N2,Balance N3,Balance N4,Balance N5,Balance N6,Balance N7,Balance N8,Balance N9,Balance N10,Balance N11,Balance N12,Balance N13,Balance N14,Balance N15
0,2013-11-01 00:00:00,-1.4066859601374014e-13,0.07061465630781133,0.06800000000025869,0.004165080000000001,0.9574617761705819,0.9553792361705887,3.3911314918098474e-15,0.0020825400000000003,65.54750674635001,84.60726925364999,-1.487715159398384e-11,75.077388,65.54750674637627,65.54750674637607,65.54750674637586,65.54750674636082,65.5475067463384,65.54750674633655,65.54750674633507,65.54750674633361,65.54750674633225,65.54750674633347,65.54750674633195,65.54750674633007,65.54750674632919,65.54750674637606,65.5475067463769,65.54750674637718,0.004,0.003999999999984856,0.016,0.0,0.006000000000026462,0.004,0.003999999999984856,0.016,0.0,0.006000000000026461,0.004,0.003999999999984804,0.016,0.0,0.006000000000026559,0.004,0.003999999999984725,0.016,0.0,0.006000000000026708,0.004,0.003999999999984714,0.016,0.0,0.00600000000002673,0.012,0.019999999999977657,0.048,0.0024485786550000003,0.010000000000013992,0.004,0.003999999999984703,0.016,0.0,0.006000000000026749,0.004,0.003999999999984697,0.016,0.0,0.006000000000026762,0.012,0.01999999999997764,0.048,0.0043311576525,0.010000000000014008,0.004,0.003999999999984857,0.016,0.0,0.006000000000026461,6.10962483244819e-17,1.26028667725679e-16,1.9528083720065e-16,3.0049251993094087e-16,3.0802922306904707e-16,3.1216632438403287e-16,3.2272721457963494e-16,3.2513723354807167e-16,3.26057549976878e-16,5.815831191589363e-17,-0.000277672,-0.000277672,-0.000277672,-0.000277672,-0.000277672,-0.000277672,0.002170906655,-0.000277672,-0.000277672,-0.000277672,-0.000277672,0.0040534856525,-0.000277672,-0.000277672,-0.000277672,-0.07061465630794,-0.059725344307832065,-0.05400301630779361,-0.048280688307755004,-0.017615562655080717,-0.017893234655065,-0.012170906655026133,-0.005722328000038895,-0.024942797652635455,-0.019498141652580826,-0.01977581365256508,-0.014053485652526166,-0.005166984000069476,0.0005553439999689809,0.0002776719999844911,0.002082539999993218,0.0015271959999936802,0.0013883599999939319,0.0012495239999943226,0.0004165079999981494,0.00027767199999875964,0.00013883599999937567,0.00013883599999935456,0.0006941799999967741,0.00041650799999805603,0.0002776719999986977,0.00013883599999934792,0.00041650799999966016,0.00027767199999977646,0.00013883599999988883,-4.628614660738525,0.3750843331867112,0.3750843331867099,0.3750843331866303,0.3750843331865118,-0.018200707293033573,0.3750843331864942,0.7977725860785263,0.37508433318647927,-0.01820070729303236,-0.018200707293031748,0.37508433318646767,0.9211709456176025,0.3750843331867111,-0.018200707293049484,-0.01820070729304959
1,2013-11-01 01:00:00,6.130257694074551e-14,-7.135171537428194e-14,-0.0026710620537753493,0.0034434975000000017,0.9572810240642232,0.9555592753142219,-6.665831591261145e-16,0.0017217487500000008,44.57518278815001,63.63494529544999,6.165481319930777e-12,54.1050640418,57.41766225662049,57.417662256620524,57.41766225662055,57.41766225662285,57.41766225662609,57.417662256626244,57.41766225662632,57.41766225662643,57.41766225662669,57.417662256626535,57.417662256626514,57.41766225662653,57.417662256626436,57.41766225662054,57.41766225662138,57.41766225662164,0.004,0.003999999999977136,0.016,0.0,-7.272344895930945e-16,0.004,0.003999999999977136,0.016,0.0,-7.275523747816516e-16,0.004,0.0039999999999771035,0.016,0.0,-7.545595970959594e-16,0.004,0.003999999999977054,0.016,0.0,-7.950344805447687e-16,0.004,0.003999999999977046,0.016,0.0,-7.995087355216094e-16,0.012,0.0213355310267006,0.048,0.00207483727624995,-0.0013355310267307492,0.004,0.00399999999997704,0.016,0.0,-8.047369461679867e-16,0.004,0.003999999999977036,0.016,0.0,-8.057514504101142e-16,0.012,0.021335531026985467,0.048,0.0040397222774999995,-0.0013355310270156356,0.004,0.003999999999977136,0.016,0.0,-7.274365218623735e-16,-1.5853919128657883e-17,-2.7815285481157475e-17,-3.937564650969673e-17,-5.570338482045932e-17,-5.703046111708487e-17,-5.768901846584396e-17,-5.913781853680367e-17,-5.951030753288151e-17,-5.965891749592292e-17,-1.8826620865223433e-17,-0.0002295665,-0.0002295665,-0.0002295665,-0.0002295665,-0.0002295665,-0.0002295665,0.00184527077624995,-0.0002295665,-0.0002295665,-0.0002295665,-0.0002295665,0.0038101557774999992,-0.0002295665,-0.0002295665,-0.0002295665,1.2596362875654768e-13,-0.0009182659999113791,-0.0011478324999187977,-0.0013773989999262513,-5.0606749493699854e-05,-0.00028017324950497857,-0.0005097397495124893,0.00022956650000751722,-0.0015563587504400568,-0.0020154917504588542,-0.0022450582504701345,-0.0024746247504776526,0.0006886995000299247,0.0004591330000225062,0.00022956650001125373,0.0017217487500013333,0.0012626157500011796,0.001147832500001124,0.0010330492500010451,0.0003443497500003425,0.00022956650000022946,0.00011478325000011538,0.00011478325000011828,0.0005739162500005912,0.00034434975000035607,0.00022956650000023835,0.00011478325000011932,0.000344349750000122,0.00022956650000008436,0.00011478325000004279,-4.628614660730908,0.36190316142423495,0.3619031614242337,0.36190316142415196,0.3619031614240304,-0.031381879055731636,0.36190316142401247,0.8270406508551972,0.36190316142399714,-0.03138187905573052,-0.0313818790557299,0.36190316142398554,1.063258113752802,0.36190316142423484,-0.03138187905574591,-0.031381879055746104
2,2013-11-01 02:00:00,0.09794846181123171,-1.4064732583857265e-13,-0.09999999999275594,0.003127927500000001,0.957201996869746,0.9556380331197342,-5.91571308822497e-15,0.0015639637500000005,26.69681874635001,45.75658125364999,-1.0561185606605683e-11,36.2267,45.75658125363163,45.756581253632014,45.75658125363236,45.756581253658645,45.75658125369746,45.7565812537001,45.756581253702066,45.756581253703956,45.75658125370744,45.756581253705264,45.75658125370706,45.75658125370945,45.75658125371012,45.75658125363205,45.75658125363292,45.75658125363321,0.004,0.013999999999067796,0.016,0.0,-0.009999999999081771,0.004,0.0139999999990678,0.016,0.0,-0.009999999999081773,0.004,0.013999999999067765,0.016,0.0,-0.009999999999081815,0.004,0.013999999999067711,0.016,0.0,-0.009999999999081874,0.004,0.013999999999067701,0.016,0.0,-0.00999999999908188,0.012,0.031335531026749505,0.048,0.0017848978787499,-0.010000000000056295,0.004,0.013999999999067697,0.016,0.0,-0.00999999999908189,0.004,0.01399999999906769,0.016,0.0,-0.009999999999081891,0.012,0.03133553102703438,0.048,0.0033945678024999,-0.010000000000056311,0.004,0.013999999999067796,0.016,0.0,-0.009999999999081771,-1.1544193170744183e-16,-2.267890878854271e-16,-3.427705783304592e-16,-5.163441466385197e-16,-5.290311470582599e-16,-5.357778772087202e-16,-5.532993325475716e-16,-5.571806573831415e-16,-5.587156251646641e-16,-1.1856649287208647e-16,-0.0002085285,-0.0002085285,-0.0002085285,-0.0002085285,-0.0002085285,-0.0002085285,0.0015763693787499001,-0.0002085285,-0.0002085285,-0.0002085285,-0.0002085285,0.0031860393024999,-0.0002085285,-0.0002085285,-0.0002085285,0.09794846181138087,0.07711434781325598,0.0669058193141827,0.056697290815109304,0.01884068762036123,0.018632159120371736,0.008423630621298129,0.010208528499073633,0.02764807469567448,0.017231017696611332,0.017022489196621807,0.006813960697548164,0.010625585499051616,0.00041705699997834114,0.00020852849998917127,0.0015639637500118313,0.0011469067500108796,0.001042642500010426,0.0009383782500097406,0.00031279275000317794,0.0002085285000021296,0.00010426425000107155,0.0001042642500011066,0.0005213212500055299,0.00031279275000333195,0.0002085285000022318,0.00010426425000111743,0.0003127927500007208,0.00020852850000048368,0.00010426425000024248,-0.1468279091906135,-0.10520420232401811,-0.10520420232402306,-0.105204202324375,-0.10520420232489552,-0.0409234303095919,-0.10520420232496075,0.4416041118802024,-0.1052042023250313,-0.04092343030959223,-0.040923430309592126,-0.1052042023250635,0.751474567435475,-0.10520420232401861,-0.040923430309587255,-0.04092343030958753
3,2013-11-01 03:00:00,0.034738701619075434,-1.4074685952843957e-13,-0.036000000011857505,0.0029431799999999997,0.9571557371901805,0.9556841471901741,-3.1940266192535405e-15,0.0014715899999999998,28.42003278815001,47.47979529544999,-7.621540551450146e-12,37.9499140418,47.479795295394474,47.47979529539464,47.4797952953948,47.479795295406845,47.479795295424566,47.47979529542588,47.4797952954269,47.479795295428005,47.479795295428936,47.47979529542808,47.47979529542902,47.47979529543022,47.47979529543075,47.47979529539465,47.47979529539548,47.479795295395746,0.004,0.01600000000055177,0.016,0.0,-0.002000000001477107,0.004,0.01600000000055177,0.016,0.0,-0.0020000000014771084,0.004,0.0160000000005518,0.016,0.0,-0.002000000001477211,0.004,0.016000000000551833,0.016,0.0,-0.0020000000014773586,0.004,0.016000000000551833,0.016,0.0,-0.0020000000014773795,0.012,0.04133553102676788,0.048,0.0018079366862499,-0.010000000000025834,0.004,0.016000000000551837,0.016,0.0,-0.002000000001477394,0.004,0.016000000000551837,0.016,0.0,-0.0020000000014774068,0.012,0.041335531027052765,0.048,0.0023965417062499503,-0.010000000000025842,0.004,0.01600000000055177,0.016,0.0,-0.002000000001477107,-6.375132143496975e-17,-1.2359756749014318e-16,-1.854899506659711e-16,-2.7758432743569795e-16,-2.844422850493572e-16,-2.8810939365663967e-16,-2.9699502459739296e-16,-2.991564728957077e-16,-2.999760974064067e-16,-6.672745524481622e-17,-0.000196212,-0.000196212,-0.000196212,-0.000196212,-0.000196212,-0.000196212,0.0016117246862499,-0.000196212,-0.000196212,-0.000196212,-0.000196212,0.0022003297062499504,-0.000196212,-0.000196212,-0.000196212,0.0347387016192251,0.029953853616311518,0.027757641614843325,0.025561429613374983,0.010780699315224504,0.010584487315235728,0.008388275313767145,0.002196212001468607,0.012584518296681925,0.01019209429522453,0.009995882295235736,0.00779967029376711,0.0025886360014453916,0.00039242399997720015,0.00019621199998860075,0.001471590000006388,0.0010791660000058513,0.000981060000005604,0.000882954000005233,0.0002943180000017087,0.0001962120000011451,9.810600000057623e-05,9.810600000059399e-05,0.0004905300000029692,0.0002943180000017891,0.00019621200000119829,9.810600000059997e-05,0.00029431800000040935,0.00019621200000027587,9.810600000013855e-05,1.5025585325175594,-0.2094798985794401,-0.20947989857944546,-0.20947989857982874,-0.20947989858039517,-0.050239535903982876,-0.2094798985804665,0.043330517100428956,-0.20947989858054225,-0.05023953590398386,-0.05023953590398404,-0.20947989858057786,0.3811478185151435,-0.20947989857944063,-0.05023953590396928,-0.05023953590396963
4,2013-11-01 04:00:00,9.045375738786912e-14,-7.220466562355572e-14,-0.0008323802587028122,0.0029299500000000006,0.957152424708779,0.9556874497087775,-7.916452152466213e-16,0.0014649750000000003,43.95835272545001,63.01811523274999,1.2045012556805013e-11,53.4882339791,57.41766226205934,57.41766226205937,57.417662262059345,57.41766226206139,57.41766226206429,57.4176622620643,57.41766226206425,57.41766226206418,57.417662262064866,57.41766226206469,57.417662262064624,57.417662262064596,57.41766226206443,57.41766226205941,57.41766226206022,57.417662262060475,0.004,0.01599976520418015,0.016,0.0,2.347968900538586e-07,0.004,0.01599976520415361,0.016,0.0,2.3479691660142285e-07,0.004,0.01599976520420424,0.016,0.0,2.347968659807183e-07,0.004,0.015999765204391572,0.016,0.0,2.347966786546665e-07,0.004,0.01599976520446132,0.016,0.0,2.3479660890399868e-07,0.012,0.0417526603430657,0.048,0.0017726700324999,-0.00041712931630597845,0.004,0.01599976520447491,0.016,0.0,2.3479659531392057e-07,0.004,0.01599976520451127,0.016,0.0,2.3479655895095359e-07,0.012,0.04175266034342587,0.048,0.00198966022624995,-0.00041712931638127244,0.004,0.015999765204166766,0.016,0.0,2.3479690344131962e-07,-1.8121581183531367e-17,-3.246195199422952e-17,-4.6551794832607694e-17,-6.676518733880031e-17,-6.833974164480963e-17,-6.914179122955111e-17,-7.103677497005619e-17,-7.153451043082586e-17,-7.172087982940837e-17,-2.1002640978838738e-17,-0.00019533,-0.00019533,-0.00019533,-0.00019533,-0.00019533,-0.00019533,0.0015773400324999,-0.00019533,-0.00019533,-0.00019533,-0.00019533,0.00179433022624995,-0.00019533,-0.00019533,-0.00019533,1.4956853502666252e-13,-0.000780850406122672,-0.0009759456092191609,-0.0011710408123662803,-0.0007697855127567814,-0.0009651155127765935,-0.0011602107161808053,0.0001950952034178035,-0.0005963505029439586,-0.0009867757063815768,-0.0011821057064013926,-0.0013772009098555595,0.0005857552031492041,0.0003906600000395552,0.00019533000001977822,0.0014649750000015832,0.0010743150000014122,0.0009766500000013474,0.0008789850000012543,0.0002929950000004104,0.00019533000000027494,9.766500000013828e-05,9.766500000014207e-05,0.0004883250000007103,0.00029299500000042793,0.00019533000000028652,9.766500000014343e-05,0.0002929950000001347,0.0001953300000000927,9.766500000004694e-05,1.5025585325268989,-0.22068180906055487,-0.22068180905903592,-0.22068180906232612,-0.22068180907364895,-0.06145492787401643,-0.2206818090777252,0.10994710415567913,-0.22068180907858137,-0.061454927874017545,-0.06145492787401773,-0.22068180908070478,0.4602234752249911,-0.22068180905978674,-0.06145492787400129,-0.06145492787400171
5,2013-11-01 05:00:00,-9.030922007028737e-14,3.026968188441406e-14,-0.0009394381070468004,0.0035043899999999987,0.9572962746927856,0.9555440796927844,-5.481976519171795e-16,0.0017521949999999994,49.16716472545001,68.22692723274999,1.9101571019364272e-11,58.6970459791,57.41766226217367,57.417662262173714,57.4176622621738,57.41766226217631,57.417662262179846,57.41766226218005,57.41766226218018,57.41766226218037,57.41766226218056,57.417662262180436,57.41766226218055,57.41766226218069,57.41766226218076,57.41766226217369,57.41766226217453,57.4176622621748,0.004,0.016000000000515914,0.016,0.0,-2.347968120903915e-07,0.004,0.016000000000515918,0.016,0.0,-2.3479683863812678e-07,0.004,0.016000000000515942,0.016,0.0,-2.3479678803284485e-07,0.004,0.01600000000051597,0.016,0.0,-2.3479660072562235e-07,0.004,0.016000000000515973,0.016,0.0,-2.3479653097511555e-07,0.012,0.042221440209829604,0.048,0.00202044190624995,-0.00046877986677356314,0.004,0.016000000000515976,0.016,0.0,-2.3479651738775774e-07,0.004,0.016000000000515976,0.016,0.0,-2.347964810243309e-07,0.012,0.042221440210246285,0.048,0.00242338620124995,-0.0004687798668300835,0.004,0.016000000000515914,0.016,0.0,-2.3479682547744167e-07,-1.3622989392774461e-17,-2.333987145379022e-17,-3.2537159904318735e-17,-4.527862686852123e-17,-4.629292233795992e-17,-4.6762209503125584e-17,-4.803940564277213e-17,-4.833082977305674e-17,-4.8451001054242325e-17,-1.6606997013459786e-17,-0.000233626,-0.000233626,-0.000233626,-0.000233626,-0.000233626,-0.000233626,0.00178681590624995,-0.000233626,-0.000233626,-0.000233626,-0.000233626,0.00218976020124995,-0.000233626,-0.000233626,-0.000233626,-1.4135179573318127e-13,-0.000934973593881532,-0.0011688343907409432,-0.0014026951875497555,-0.0008505492428732853,-0.001084175242903836,-0.001318036039455599,0.00023386079653817744,-0.0007860067412979836,-0.0012534935378667132,-0.001487119537897265,-0.0017209803343990783,0.0007011127969073168,0.0004672520000610664,0.00023362600003053386,0.0017521950000010964,0.0012849430000009604,0.0011681300000009136,0.0010513170000008485,0.00035043900000027796,0.00023362600000018612,0.00011681300000009352,0.00011681300000009607,0.0005840650000004801,0.0003504390000002892,0.00023362600000019355,0.0001168130000000969,0.0003504390000001087,0.00023362600000007548,0.00011681300000003836,1.5025585325199755,-0.23410954930827432,-0.23410954930827968,-0.23410954930866484,-0.23410954930923375,-0.07486918663824105,-0.23410954930930516,0.18562565231971614,-0.23410954930938127,-0.07486918663824227,-0.07486918663824248,-0.2341095493094168,0.5590381428265658,-0.23410954930827482,-0.07486918663822428,-0.0748691866382248
6,2013-11-01 06:00:00,-1.407580090671686e-13,0.03525392671205509,0.03600000000700091,0.005518304999999999,0.957800933118731,0.9550417806187342,1.6081302880404602e-15,0.0027591524999999997,66.83012578815001,85.88988829544999,-1.3688668254463465e-11,76.3600070418,66.8301257882047,66.83012578820461,66.83012578820451,66.83012578819742,66.83012578818669,66.8301257881856,66.83012578818465,66.83012578818365,66.8301257881837,66.8301257881842,66.83012578818327,66.83012578818214,66.83012578818143,66.83012578820461,66.83012578820556,66.83012578820588,0.004,0.013999999999666212,0.016,8.8992e-07,0.002000000000860329,0.004,0.01399999999966621,0.016,8.8992e-07,0.002000000000860332,0.004,0.013999999999666193,0.016,8.8992e-07,0.0020000000008603973,0.004,0.013999999999666167,0.016,8.8992e-07,0.0020000000008604897,0.004,0.013999999999666158,0.016,8.8992e-07,0.002000000000860505,0.012,0.03222144020976924,0.048,0.0019273339624999502,0.010000000000049797,0.004,0.013999999999666156,0.016,8.8992e-07,0.002000000000860512,0.004,0.01399999999966615,0.016,8.8992e-07,0.0020000000008605265,0.012,0.03222144021018592,0.048,0.0028377783825,0.010000000000049806,0.004,0.01399999999966621,0.016,8.8992e-07,0.00200000000086033,2.6986090220692294e-17,5.820274992532798e-17,9.211533159826865e-17,1.4432338970119453e-16,1.4803058703222876e-16,1.5015235153314642e-16,1.5517070632453802e-16,1.5637526869041958e-16,1.5682016565639947e-16,2.372933380040374e-17,-0.00036699708,-0.00036699708,-0.00036699708,-0.00036699708,-0.000367887,-0.00036699708,0.0015594469624999503,-0.00036699708,-0.000367887,-0.000367887,-0.00036699708,0.0024698913825,-0.00036699708,-0.000367887,-0.000367887,-0.035253926712183706,-0.032723694870407376,-0.0310906919495349,-0.02945768902866233,-0.01282456288345049,-0.013192449883434685,-0.011559446962561963,-0.0016330029208727302,-0.015000123224339143,-0.013735007303450602,-0.014102894303434784,-0.012469891382562033,-0.0008972289209038613,0.0007357739999686123,0.00036788699998430694,0.002759152499996784,0.0020233784999969698,0.0018394349999970863,0.0016554914999972706,0.0005518304999991104,0.00036788699999940364,0.00018394349999969968,0.00018394349999968965,0.0009197174999984488,0.000551830499999065,0.0003678869999993736,0.00018394349999968637,0.0005518304999998678,0.0003678869999999153,0.0001839434999999583,-0.8534658241842228,-0.12497575869467298,-0.12497575869467832,-0.12497575869507069,-0.12497575869565095,-0.09945512112383917,-0.12497575869572468,0.9581449468687531,-0.12497575869580188,-0.09945512112383968,-0.09945512112383942,-0.12497575869583895,1.392402552487329,-0.12497575869467341,-0.09945512112383233,-0.09945512112383299
7,2013-11-01 07:00:00,-1.4064558180439868e-13,0.09660027203352996,0.09999999999970297,0.008142427499998496,0.9584592908028489,0.9543880770528579,4.125160086539337e-15,0.004071213749999248,73.10616070455,92.16592321184999,-1.9224954961316598e-11,82.6360419582,73.10616070456865,73.10616070456838,73.10616070456813,73.10616070454932,73.10616070452132,73.10616070451908,73.1061607045173,73.10616070451564,73.10616070451357,73.10616070451522,73.10616070451353,73.10616070451137,73.10616070451053,73.10616070456837,73.10616070456945,73.1061607045698,0.004,0.003999999999748484,0.016,1.3232805e-05,0.009999999999926124,0.004,0.003999999999748484,0.016,1.3232805e-05,0.009999999999926124,0.004,0.003999999999748454,0.016,1.3232805e-05,0.00999999999992616,0.004,0.003999999999748408,0.016,1.3232805e-05,0.009999999999926214,0.004,0.003999999999748402,0.016,1.3232805e-05,0.00999999999992622,0.012,0.022221440209621975,0.048,0.00227046559999995,0.0100000000001366,0.004,0.003999999999748397,0.016,1.3232805e-05,0.009999999999926231,0.004,0.003999999999748392,0.016,1.3232805e-05,0.009999999999926233,0.012,0.02222144021003863,0.048,0.00236637149374995,0.010000000000136618,0.004,0.003999999999748484,0.016,1.3232805e-05,0.009999999999926122,7.43771867722981e-17,1.5338684012428397e-16,2.3763784929568033e-16,3.6563712830134886e-16,3.7470677312894117e-16,3.7968670181284704e-16,3.9266178749416566e-16,3.9541009340140013e-16,3.965036724972285e-16,7.07822097889945e-17,-0.0005295956949999,-0.0005295956949999,-0.0005295956949999,-0.0005295956949999,-0.0005428284999999,-0.0005295956949999,0.00172763710000005,-0.0005295956949999,-0.0005428284999999,-0.0005428284999999,-0.0005295956949999,0.0018235429937500502,-0.0005295956949999,-0.0005428284999999,-0.0005428284999999,-0.09660027203365719,-0.07874512042374289,-0.06927471611880326,-0.05980431181386352,-0.020655212905107915,-0.021198041405090143,-0.011727637100150238,-0.009470404304939924,-0.02967869460381572,-0.020751118798858006,-0.02129394729884021,-0.011823542993900274,-0.008384747304974668,0.001085656999964967,0.0005428284999824844,0.004071213749990999,0.0029855567499917613,0.002714142499992118,0.0024427282499926433,0.0008142427499975987,0.0005428284999983912,0.0002714142499991906,0.00027141424999916464,0.0013570712499958262,0.0008142427499974856,0.0005428284999983162,0.00027141424999915694,0.0008142427499994366,0.0005428284999996284,0.00027141424999981494,-7.915540835582795,0.5673691403585,0.5673691403584921,0.5673691403579243,0.5673691403570827,-0.13913922867952566,0.5673691403569715,1.8155074693955828,0.5673691403568597,-0.1391392286795236,-0.1391392286795222,0.5673691403568019,2.256776386695097,0.5673691403584992,-0.13913922867955242,-0.13913922867955333
8,2013-11-01 08:00:00,-1.5466286715264876e-13,2.534466185667381e-12,0.004162079477813784,0.0079171275,0.9584027307866246,0.9544441670366234,-6.667756020121945e-16,0.00395856375,56.70623570455001,75.76599821184999,7.184308703500619e-12,66.2361169582,57.43146796579909,57.43146796579915,57.43146796579931,57.43146796580287,57.43146796580791,57.4314679658082,57.43146796580839,57.43146796580865,57.43146796580896,57.43146796580879,57.431467965809006,57.43146796580926,57.431467965809404,57.431467965799094,57.43146796580022,57.431467965800586,0.004,0.004000459109622131,0.016,0.0001095102,-4.591100881214806e-07,0.004,0.004000459109601493,0.016,0.0001095102,-4.591100674837436e-07,0.004,0.004000459109555044,0.016,0.0001095102,-4.591100210727152e-07,0.004,0.004000459109509005,0.016,0.0001095102,-4.5910997508989354e-07,0.004,0.00400045910947002,0.016,0.0001095102,-4.591099361110515e-07,0.012,0.020138564030526378,0.048,0.0016085304112500001,0.0020828761790852653,0.004,0.004000459109504228,0.016,0.0001095102,-4.591099703274103e-07,0.004,0.004000459109454401,0.016,0.0001095102,-4.5910992050271666e-07,0.012,0.020138564031198406,0.048,0.00127043601375,0.0020828761788298893,0.004,0.0040004591096287736,0.016,0.0001095102,-4.591100947631596e-07,-1.6638932997856935e-17,-2.841922564647455e-17,-3.9543031797762943e-17,-5.484501717970698e-17,-5.612542211787399e-17,-5.666877960261697e-17,-5.833004962080357e-17,-5.87533319273917e-17,-5.89185094228726e-17,-2.0405569812469158e-17,-0.0004182983,-0.0004182983,-0.0004182983,-0.0004182983,-0.0005278085,-0.0004182983,0.0010807219112500001,-0.0004182983,-0.0005278085,-0.0005278085,-0.0004182983,0.00074262751375,-0.0004182983,-0.0005278085,-0.0005278085,-2.6969089895244033e-12,-0.0018931318229220753,-0.002311889232997339,-0.002730646643026199,-0.002217032180370183,-0.0027448406803835613,-0.003163598090327469,0.0004187574099781268,-0.0009323718726389036,-0.0018789377826304112,-0.002406746282643791,-0.002825503692572092,0.001474374410129265,0.0010556170000267221,0.0005278085000133619,0.003958563750001334,0.002902946750001166,0.0026390425000011094,0.0023751382500010305,0.000791712750000337,0.0005278085000002256,0.00026390425000011336,0.0002639042500001167,0.0013195212500005833,0.0007917127500003516,0.0005278085000002354,0.0002639042500001178,0.0007917127500001345,0.0005278085000000937,0.00026390425000004765,-7.915540835737236,0.543319287575583,0.5433192875767603,0.5433192875788565,0.5433192875806537,-0.16945204563967747,0.5433192875827808,1.9971975517773661,0.5433192875807037,-0.16945204563967578,-0.16945204563967445,0.5433192875835072,2.419049211502775,0.5433192875752008,-0.16945204563969976,-0.1694520456397009
9,2013-11-01 09:00:00,-9.902201492903998e-15,-4.794195486443044e-14,0.002959674266264845,0.008143184999999997,0.9584594805983132,0.9543878880983109,-1.1253671907729098e-15,0.004071592499999999,46.45505674635001,65.51481925364999,3.039454105069339e-12,55.984938,57.43146796455433,57.43146796455438,57.4314679645543,57.43146796455743,57.43146796456188,57.43146796456184,57.43146796456168,57.4314679645615,57.43146796456278,57.4314679645625,57.431467964562366,57.43146796456226,57.431467964561946,57.431467964554464,57.431467964555594,57.431467964555964,0.004,0.00400000014443928,0.016,0.0003303435,4.589654578293343e-07,0.004,0.00400000014443928,0.016,0.0003303435,4.589654371908516e-07,0.004,0.00400000014443926,0.016,0.0003303435,4.589653907473168e-07,0.004,0.004000000144439231,0.016,0.0003303435,4.5896534471871713e-07,0.004,0.004000000144439225,0.016,0.0003303435,4.589653057379675e-07,0.012,0.01866056275877906,0.048,0.00125275627249995,0.0014780012717377495,0.004,0.004000000144439223,0.016,0.0003303435,4.5896533994549843e-07,0.004,0.004000000144439219,0.016,0.0003303435,4.5896529012133075e-07,0.012,0.018660562759673986,0.048,0.0012880064612499,0.001478001271514847,0.004,0.00400000014443928,0.016,0.0003303435,4.5896546447089483e-07,-2.536421396916496e-17,-4.58115735172326e-17,-6.603174152631976e-17,-9.506824131935229e-17,-9.741042213151761e-17,-9.855624770351337e-17,-1.013708993633208e-16,-1.0216246651755393e-16,-1.0245186936970504e-16,-2.917777331554173e-17,-0.00021253550000000003,-0.00021253550000000003,-0.00021253550000000003,-0.00021253550000000003,-0.000542879,-0.00021253550000000003,0.0007098772724999499,-0.00021253550000000003,-0.000542879,-0.000542879,-0.00021253550000000003,0.0007451274612499,-0.00021253550000000003,-0.000542879,-0.000542879,3.476656760507814e-14,-0.0015099110690634193,-0.0017219876036295022,-0.0019340641382420425,-0.0014329230095298004,-0.0019758020095368184,-0.0021878785442343896,0.0002120765346633668,-0.0007132176633708312,-0.0014681731980412198,-0.002011052198048243,-0.002223128732761434,0.0012978345345527416,0.0010857580000139388,0.0005428790000069704,0.004071592500002251,0.002985834500002013,0.0027143950000019217,0.0024429555000017897,0.0008143185000005851,0.000542879000000392,0.0002714395000001971,0.00027143950000020275,0.0013571975000010142,0.0008143185000006112,0.0005428790000004093,0.0002714395000002049,0.0008143185000001873,0.0005428790000001288,0.0002714395000000653,-7.915540835735051,0.5311394208759906,0.5311394208759826,0.5311394208754109,0.5311394208745637,-0.20063038353702387,0.5311394208744521,2.122850628301105,0.5311394208743393,-0.20063038353702262,-0.20063038353702123,0.5311394208742815,2.5467267580996507,0.5311394208759898,-0.2006303835370417,-0.2006303835370431
