Date,Time,Left,Right
02/11/2013,22:25:00,0.487920055,0.334029335
02/11/2013,22:30:00,0.509574592,0.318605399
02/11/2013,22:35:00,0.500404058,0.327071503
02/11/2013,22:40:00,0.491318458,0.339265253
02/11/2013,22:45:00,0.491887972,0.349121017
02/11/2013,22:50:00,0.502649383,0.37474734
02/11/2013,22:55:00,0.526898001,0.395011918
02/11/2013,23:00:00,0.531276942,0.453509594
02/11/2013,23:05:00,0.55275443,0.445904257
02/11/2013,23:10:00,0.538770244,0.447313373
02/11/2013,23:15:00,0.544115763,0.427186778
02/11/2013,23:20:00,0.575844077,0.432320194
02/11/2013,23:25:00,0.579011578,0.431149997
02/11/2013,23:30:00,0.569278009,0.411814078
02/11/2013,23:35:00,0.561236853,0.389040122
02/11/2013,23:40:00,0.550387529,0.373624373
02/11/2013,23:45:00,0.541674362,0.377289649
02/11/2013,23:50:00,0.550027468,0.365391517
02/11/2013,23:55:00,0.541946467,0.357736763
03/11/2013,00:00:00,0.541946467,0.357736763
